"Population by Educational Attainment","Number"
"Beginners",""
"Female","129"
"Male","240"
"Graduate and Equivalent",""
"Female","77"
"Male","179"
"Intermediate and Equivalent",""
"Female","251"
"Male","434"
"Level not Stated",""
"Female","280"
"Male","319"
"Lower Secondary (Class 6-8)",""
"Female","1516"
"Male","2105"
"Non Formal Education",""
"Female","114"
"Male","142"
"Others",""
"Female","63"
"Male","39"
"Post Graduate Equivalent and Above",""
"Female","6"
"Male","41"
"Primary Education (1-5 Class)",""
"Female","3508"
"Male","4208"
"Secondary Level (Class 9-10)",""
"Female","599"
"Male","1108"
"SLC and Equivalent",""
"Female","473"
"Male","814"
