"Population by Educational Attainment","Number"
"Beginners",""
"Female","158"
"Male","195"
"Graduate and Equivalent",""
"Female","77"
"Male","117"
"Intermediate and Equivalent",""
"Female","255"
"Male","340"
"Level not Stated",""
"Female","13"
"Male","20"
"Lower Secondary (Class 6-8)",""
"Female","1899"
"Male","1667"
"Non Formal Education",""
"Female","318"
"Male","259"
"Others",""
"Female","5"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","35"
"Primary Education (1-5 Class)",""
"Female","2855"
"Male","2772"
"Secondary Level (Class 9-10)",""
"Female","876"
"Male","885"
"SLC and Equivalent",""
"Female","514"
"Male","767"
