"Population by Single Year of Age","Number"
"0",""
"Female","153"
"Male","187"
"1",""
"Female","147"
"Male","134"
"10",""
"Female","260"
"Male","236"
"11",""
"Female","201"
"Male","213"
"12",""
"Female","266"
"Male","271"
"13",""
"Female","249"
"Male","244"
"14",""
"Female","242"
"Male","218"
"15",""
"Female","268"
"Male","206"
"16",""
"Female","232"
"Male","197"
"17",""
"Female","234"
"Male","200"
"18",""
"Female","180"
"Male","193"
"19",""
"Female","142"
"Male","113"
"2",""
"Female","170"
"Male","153"
"20",""
"Female","230"
"Male","140"
"21",""
"Female","136"
"Male","87"
"22",""
"Female","169"
"Male","112"
"23",""
"Female","131"
"Male","81"
"24",""
"Female","154"
"Male","98"
"25",""
"Female","207"
"Male","95"
"26",""
"Female","148"
"Male","77"
"27",""
"Female","137"
"Male","75"
"28",""
"Female","143"
"Male","88"
"29",""
"Female","86"
"Male","77"
"3",""
"Female","179"
"Male","160"
"30",""
"Female","195"
"Male","127"
"31",""
"Female","90"
"Male","55"
"32",""
"Female","154"
"Male","77"
"33",""
"Female","85"
"Male","65"
"34",""
"Female","91"
"Male","66"
"35",""
"Female","251"
"Male","121"
"36",""
"Female","142"
"Male","79"
"37",""
"Female","101"
"Male","53"
"38",""
"Female","100"
"Male","88"
"39",""
"Female","74"
"Male","48"
"4",""
"Female","204"
"Male","185"
"40",""
"Female","236"
"Male","148"
"41",""
"Female","71"
"Male","51"
"42",""
"Female","110"
"Male","93"
"43",""
"Female","72"
"Male","52"
"44",""
"Female","63"
"Male","40"
"45",""
"Female","217"
"Male","157"
"46",""
"Female","109"
"Male","81"
"47",""
"Female","74"
"Male","63"
"48",""
"Female","109"
"Male","117"
"49",""
"Female","82"
"Male","61"
"5",""
"Female","177"
"Male","179"
"50",""
"Female","186"
"Male","191"
"51",""
"Female","66"
"Male","75"
"52",""
"Female","77"
"Male","100"
"53",""
"Female","69"
"Male","74"
"54",""
"Female","60"
"Male","48"
"55",""
"Female","128"
"Male","135"
"56",""
"Female","87"
"Male","94"
"57",""
"Female","64"
"Male","70"
"58",""
"Female","77"
"Male","78"
"59",""
"Female","62"
"Male","51"
"6",""
"Female","173"
"Male","155"
"60",""
"Female","183"
"Male","184"
"61",""
"Female","56"
"Male","60"
"62",""
"Female","77"
"Male","83"
"63",""
"Female","55"
"Male","58"
"64",""
"Female","42"
"Male","39"
"65",""
"Female","112"
"Male","92"
"66",""
"Female","44"
"Male","48"
"67",""
"Female","43"
"Male","51"
"68",""
"Female","46"
"Male","70"
"69",""
"Female","35"
"Male","31"
"7",""
"Female","191"
"Male","209"
"70",""
"Female","112"
"Male","105"
"71",""
"Female","38"
"Male","42"
"72",""
"Female","49"
"Male","80"
"73",""
"Female","38"
"Male","41"
"74",""
"Female","28"
"Male","30"
"75",""
"Female","45"
"Male","70"
"76",""
"Female","29"
"Male","28"
"77",""
"Female","22"
"Male","21"
"78",""
"Female","32"
"Male","29"
"79",""
"Female","17"
"Male","16"
"8",""
"Female","191"
"Male","186"
"80",""
"Female","40"
"Male","47"
"81",""
"Female","16"
"Male","16"
"82",""
"Female","13"
"Male","27"
"83",""
"Female","12"
"Male","18"
"84",""
"Female","16"
"Male","13"
"85",""
"Female","46"
"Male","32"
"9",""
"Female","198"
"Male","207"
