"Population by Educational Attainment","Number"
"Beginners",""
"Female","202"
"Male","218"
"Graduate and Equivalent",""
"Female","9"
"Male","50"
"Intermediate and Equivalent",""
"Female","149"
"Male","211"
"Level not Stated",""
"Female","4"
"Male","12"
"Lower Secondary (Class 6-8)",""
"Female","1224"
"Male","1232"
"Non Formal Education",""
"Female","258"
"Male","227"
"Others",""
"Female","6"
"Male","4"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","20"
"Primary Education (1-5 Class)",""
"Female","2455"
"Male","2652"
"Secondary Level (Class 9-10)",""
"Female","489"
"Male","601"
"SLC and Equivalent",""
"Female","306"
"Male","448"
