"Population by Educational Attainment","Number"
"Beginners",""
"Female","676"
"Male","751"
"","1427"
"Graduate and Equivalent",""
"Female","174"
"Male","356"
"","530"
"Intermediate and Equivalent",""
"Female","965"
"Male","851"
"","1816"
"Level not Stated",""
"Female","26"
"Male","18"
"","44"
"Lower Secondary (Class 6-8)",""
"Female","3242"
"Male","2972"
"","6214"
"Non Formal Education",""
"Female","674"
"Male","386"
"","1060"
"Others",""
"Female","9"
"Male","14"
"","23"
"Post Graduate Equivalent and Above",""
"Female","29"
"Male","150"
"","179"
"Primary Education (1-5 Class)",""
"Female","4940"
"Male","5031"
"","9971"
"Secondary Level (Class 9-10)",""
"Female","1706"
"Male","1712"
"","3418"
"SLC and Equivalent",""
"Female","1540"
"Male","1618"
"","3158"
