"Population by disability type","Number"
"Blind/low vision",""
"Female","24"
"Male","22"
"","46"
"Deaf/hard of hearing",""
"Female","14"
"Male","33"
"","47"
"Deaf-Blind",""
"Female","2"
"Male","0"
"","2"
"Intellectual disable",""
"Female","0"
"Male","0"
"","0"
"Mental disable",""
"Female","6"
"Male","6"
"","12"
"Multiple disable",""
"Female","9"
"Male","9"
"","18"
"No disability",""
"Female","5385"
"Male","4723"
"","10108"
"Physical",""
"Female","30"
"Male","54"
"","84"
"Speech problem",""
"Female","12"
"Male","18"
"","30"
