"Population by Educational Attainment","Number"
"Beginners",""
"Female","168"
"Male","169"
"","337"
"Graduate and Equivalent",""
"Female","36"
"Male","51"
"","87"
"Intermediate and Equivalent",""
"Female","76"
"Male","146"
"","222"
"Level not Stated",""
"Female","20"
"Male","26"
"","46"
"Lower Secondary (Class 6-8)",""
"Female","529"
"Male","695"
"","1224"
"Non Formal Education",""
"Female","22"
"Male","7"
"","29"
"Others",""
"Female","6"
"Male","6"
"","12"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","14"
"","16"
"Primary Education (1-5 Class)",""
"Female","1337"
"Male","1549"
"","2886"
"Secondary Level (Class 9-10)",""
"Female","239"
"Male","421"
"","660"
"SLC and Equivalent",""
"Female","175"
"Male","336"
"","511"
