"Population by Educational Attainment","Number"
"Beginners",""
"Female","179"
"Male","168"
"Graduate and Equivalent",""
"Female","1"
"Male","14"
"Intermediate and Equivalent",""
"Female","14"
"Male","69"
"Level not Stated",""
"Female","3"
"Male","2"
"Lower Secondary (Class 6-8)",""
"Female","98"
"Male","337"
"Non Formal Education",""
"Female","31"
"Male","75"
"Others",""
"Female","1"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","0"
"Primary Education (1-5 Class)",""
"Female","549"
"Male","719"
"Secondary Level (Class 9-10)",""
"Female","30"
"Male","126"
"SLC and Equivalent",""
"Female","28"
"Male","140"
