"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","8"
"Male","11"
"Brahman - Hill",""
"Female","2124"
"Male","2053"
"Chhetri",""
"Female","689"
"Male","660"
"Dalit Others",""
"Female","12"
"Male","9"
"Damai/Dholi",""
"Female","127"
"Male","124"
"Gharti/Bhujel",""
"Female","21"
"Male","23"
"Gurung",""
"Female","168"
"Male","181"
"Kami",""
"Female","281"
"Male","267"
"Kanu",""
"Female","5"
"Male","6"
"Magar",""
"Female","27"
"Male","25"
"Musalman",""
"Female","18"
"Male","16"
"Newar",""
"Female","1872"
"Male","1907"
"Others",""
"Female","21"
"Male","33"
"Rai",""
"Female","103"
"Male","110"
"Sarki",""
"Female","25"
"Male","22"
"Sherpa",""
"Female","11"
"Male","15"
"Sonar",""
"Female","55"
"Male","50"
"Sunuwar",""
"Female","35"
"Male","44"
"Tamang",""
"Female","7452"
"Male","7190"
"Teli",""
"Female","12"
"Male","18"
"Tharu",""
"Female","10"
"Male","4"
"Undefined Others",""
"Female","201"
"Male","218"
