"Population by disability type","Number"
"Blind/low vision",""
"Female","277"
"Male","290"
"","567"
"Deaf/hard of hearing",""
"Female","478"
"Male","577"
"","1055"
"Deaf-Blind",""
"Female","33"
"Male","37"
"","70"
"Intellectual disable",""
"Female","58"
"Male","64"
"","122"
"Mental disable",""
"Female","120"
"Male","144"
"","264"
"Multiple disable",""
"Female","281"
"Male","307"
"","588"
"No disability",""
"Female","84552"
"Male","71992"
"","156544"
"Physical",""
"Female","643"
"Male","839"
"","1482"
"Speech problem",""
"Female","309"
"Male","397"
"","706"
