"Population by Single Year of Age","Number"
"0",""
"Female","85"
"Male","99"
"1",""
"Female","93"
"Male","138"
"10",""
"Female","149"
"Male","163"
"11",""
"Female","88"
"Male","91"
"12",""
"Female","151"
"Male","184"
"13",""
"Female","104"
"Male","87"
"14",""
"Female","134"
"Male","116"
"15",""
"Female","91"
"Male","111"
"16",""
"Female","103"
"Male","100"
"17",""
"Female","54"
"Male","54"
"18",""
"Female","119"
"Male","120"
"19",""
"Female","54"
"Male","47"
"2",""
"Female","142"
"Male","127"
"20",""
"Female","83"
"Male","86"
"21",""
"Female","71"
"Male","55"
"22",""
"Female","86"
"Male","71"
"23",""
"Female","59"
"Male","62"
"24",""
"Female","67"
"Male","54"
"25",""
"Female","69"
"Male","62"
"26",""
"Female","58"
"Male","54"
"27",""
"Female","33"
"Male","48"
"28",""
"Female","65"
"Male","63"
"29",""
"Female","23"
"Male","15"
"3",""
"Female","154"
"Male","157"
"30",""
"Female","102"
"Male","57"
"31",""
"Female","20"
"Male","23"
"32",""
"Female","62"
"Male","46"
"33",""
"Female","31"
"Male","22"
"34",""
"Female","37"
"Male","21"
"35",""
"Female","103"
"Male","66"
"36",""
"Female","47"
"Male","42"
"37",""
"Female","22"
"Male","32"
"38",""
"Female","40"
"Male","39"
"39",""
"Female","18"
"Male","35"
"4",""
"Female","160"
"Male","193"
"40",""
"Female","94"
"Male","67"
"41",""
"Female","13"
"Male","19"
"42",""
"Female","52"
"Male","38"
"43",""
"Female","17"
"Male","25"
"44",""
"Female","26"
"Male","27"
"45",""
"Female","72"
"Male","48"
"46",""
"Female","15"
"Male","25"
"47",""
"Female","14"
"Male","28"
"48",""
"Female","42"
"Male","48"
"49",""
"Female","10"
"Male","21"
"5",""
"Female","130"
"Male","151"
"50",""
"Female","39"
"Male","51"
"51",""
"Female","11"
"Male","20"
"52",""
"Female","14"
"Male","39"
"53",""
"Female","14"
"Male","16"
"54",""
"Female","10"
"Male","12"
"55",""
"Female","36"
"Male","36"
"56",""
"Female","26"
"Male","32"
"57",""
"Female","9"
"Male","19"
"58",""
"Female","19"
"Male","32"
"59",""
"Female","9"
"Male","23"
"6",""
"Female","116"
"Male","131"
"60",""
"Female","67"
"Male","34"
"61",""
"Female","25"
"Male","23"
"62",""
"Female","30"
"Male","24"
"63",""
"Female","22"
"Male","11"
"64",""
"Female","8"
"Male","6"
"65",""
"Female","35"
"Male","22"
"66",""
"Female","7"
"Male","13"
"67",""
"Female","7"
"Male","11"
"68",""
"Female","11"
"Male","16"
"69",""
"Female","1"
"Male","3"
"7",""
"Female","94"
"Male","114"
"70",""
"Female","17"
"Male","9"
"71",""
"Female","1"
"Male","9"
"72",""
"Female","7"
"Male","10"
"73",""
"Female","0"
"Male","7"
"74",""
"Female","1"
"Male","2"
"75",""
"Female","9"
"Male","7"
"76",""
"Female","3"
"Male","2"
"77",""
"Female","2"
"Male","2"
"78",""
"Female","1"
"Male","8"
"79",""
"Female","0"
"Male","1"
"8",""
"Female","117"
"Male","125"
"80",""
"Female","5"
"Male","3"
"81",""
"Female","0"
"Male","1"
"82",""
"Female","0"
"Male","2"
"83",""
"Female","1"
"Male","2"
"84",""
"Female","1"
"Male","1"
"85",""
"Female","1"
"Male","4"
"9",""
"Female","90"
"Male","91"
