"Population by Educational Attainment","Number"
"Beginners",""
"Female","243"
"Male","256"
"","499"
"Graduate and Equivalent",""
"Female","53"
"Male","101"
"","154"
"Intermediate and Equivalent",""
"Female","232"
"Male","243"
"","475"
"Level not Stated",""
"Female","15"
"Male","14"
"","29"
"Lower Secondary (Class 6-8)",""
"Female","2119"
"Male","1888"
"","4007"
"Non Formal Education",""
"Female","384"
"Male","396"
"","780"
"Others",""
"Female","0"
"Male","0"
"","0"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","23"
"","27"
"Primary Education (1-5 Class)",""
"Female","3233"
"Male","3597"
"","6830"
"Secondary Level (Class 9-10)",""
"Female","1052"
"Male","1117"
"","2169"
"SLC and Equivalent",""
"Female","881"
"Male","765"
"","1646"
