"Population by Educational Attainment","Number"
"Beginners",""
"Female","726"
"Male","898"
"Graduate and Equivalent",""
"Female","56"
"Male","118"
"Intermediate and Equivalent",""
"Female","391"
"Male","616"
"Level not Stated",""
"Female","18"
"Male","20"
"Lower Secondary (Class 6-8)",""
"Female","4454"
"Male","4289"
"Non Formal Education",""
"Female","1321"
"Male","897"
"Others",""
"Female","6"
"Male","7"
"Post Graduate Equivalent and Above",""
"Female","6"
"Male","44"
"Primary Education (1-5 Class)",""
"Female","6706"
"Male","7545"
"Secondary Level (Class 9-10)",""
"Female","1995"
"Male","2236"
"SLC and Equivalent",""
"Female","1507"
"Male","1654"
