"Population by Single Year of Age","Number"
"0",""
"Female","383"
"Male","394"
"1",""
"Female","357"
"Male","379"
"10",""
"Female","679"
"Male","717"
"11",""
"Female","611"
"Male","661"
"12",""
"Female","654"
"Male","738"
"13",""
"Female","755"
"Male","675"
"14",""
"Female","753"
"Male","714"
"15",""
"Female","777"
"Male","780"
"16",""
"Female","776"
"Male","661"
"17",""
"Female","716"
"Male","591"
"18",""
"Female","829"
"Male","601"
"19",""
"Female","667"
"Male","441"
"2",""
"Female","386"
"Male","421"
"20",""
"Female","786"
"Male","602"
"21",""
"Female","572"
"Male","465"
"22",""
"Female","708"
"Male","493"
"23",""
"Female","486"
"Male","342"
"24",""
"Female","562"
"Male","337"
"25",""
"Female","646"
"Male","447"
"26",""
"Female","524"
"Male","301"
"27",""
"Female","466"
"Male","315"
"28",""
"Female","539"
"Male","416"
"29",""
"Female","267"
"Male","225"
"3",""
"Female","376"
"Male","399"
"30",""
"Female","751"
"Male","496"
"31",""
"Female","247"
"Male","215"
"32",""
"Female","430"
"Male","333"
"33",""
"Female","279"
"Male","237"
"34",""
"Female","249"
"Male","222"
"35",""
"Female","709"
"Male","491"
"36",""
"Female","391"
"Male","301"
"37",""
"Female","206"
"Male","176"
"38",""
"Female","357"
"Male","271"
"39",""
"Female","229"
"Male","178"
"4",""
"Female","429"
"Male","527"
"40",""
"Female","793"
"Male","614"
"41",""
"Female","188"
"Male","192"
"42",""
"Female","348"
"Male","296"
"43",""
"Female","209"
"Male","199"
"44",""
"Female","214"
"Male","193"
"45",""
"Female","551"
"Male","497"
"46",""
"Female","240"
"Male","226"
"47",""
"Female","177"
"Male","159"
"48",""
"Female","250"
"Male","274"
"49",""
"Female","174"
"Male","176"
"5",""
"Female","465"
"Male","546"
"50",""
"Female","568"
"Male","474"
"51",""
"Female","171"
"Male","168"
"52",""
"Female","225"
"Male","275"
"53",""
"Female","159"
"Male","160"
"54",""
"Female","138"
"Male","146"
"55",""
"Female","342"
"Male","357"
"56",""
"Female","173"
"Male","193"
"57",""
"Female","148"
"Male","161"
"58",""
"Female","176"
"Male","175"
"59",""
"Female","120"
"Male","140"
"6",""
"Female","457"
"Male","477"
"60",""
"Female","431"
"Male","327"
"61",""
"Female","110"
"Male","123"
"62",""
"Female","161"
"Male","159"
"63",""
"Female","88"
"Male","93"
"64",""
"Female","86"
"Male","100"
"65",""
"Female","238"
"Male","233"
"66",""
"Female","132"
"Male","121"
"67",""
"Female","112"
"Male","135"
"68",""
"Female","144"
"Male","152"
"69",""
"Female","55"
"Male","66"
"7",""
"Female","588"
"Male","603"
"70",""
"Female","255"
"Male","223"
"71",""
"Female","54"
"Male","65"
"72",""
"Female","98"
"Male","97"
"73",""
"Female","65"
"Male","65"
"74",""
"Female","48"
"Male","49"
"75",""
"Female","168"
"Male","122"
"76",""
"Female","67"
"Male","62"
"77",""
"Female","59"
"Male","56"
"78",""
"Female","99"
"Male","85"
"79",""
"Female","33"
"Male","40"
"8",""
"Female","578"
"Male","617"
"80",""
"Female","107"
"Male","80"
"81",""
"Female","27"
"Male","21"
"82",""
"Female","30"
"Male","31"
"83",""
"Female","17"
"Male","32"
"84",""
"Female","32"
"Male","38"
"85",""
"Female","175"
"Male","151"
"9",""
"Female","561"
"Male","588"
