"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","41"
"Male","38"
"Bangali",""
"Female","5"
"Male","7"
"Brahman - Hill",""
"Female","6531"
"Male","5659"
"Chamar/ Harijan/ Ram",""
"Female","7"
"Male","5"
"Chhetri",""
"Female","5506"
"Male","4741"
"Dalit Others",""
"Female","70"
"Male","60"
"Damai/Dholi",""
"Female","669"
"Male","553"
"Danuwar",""
"Female","15"
"Male","18"
"Ghale",""
"Female","141"
"Male","99"
"Gharti/Bhujel",""
"Female","355"
"Male","303"
"Gurung",""
"Female","152"
"Male","142"
"Hajam/Thakur",""
"Female","15"
"Male","34"
"Kalwar",""
"Female","21"
"Male","42"
"Kami",""
"Female","1266"
"Male","970"
"Kathabaniyan",""
"Female","7"
"Male","17"
"Kumal",""
"Female","1267"
"Male","1141"
"Magar",""
"Female","1107"
"Male","947"
"Majhi",""
"Female","212"
"Male","182"
"Mallaha",""
"Female","4"
"Male","11"
"Musalman",""
"Female","119"
"Male","128"
"Newar",""
"Female","3600"
"Male","3222"
"Others",""
"Female","60"
"Male","53"
"Rai",""
"Female","800"
"Male","700"
"Sanyasi/Dasnami",""
"Female","95"
"Male","100"
"Sarki",""
"Female","880"
"Male","774"
"Sherpa",""
"Female","12"
"Male","19"
"Sunuwar",""
"Female","69"
"Male","57"
"Tamang",""
"Female","5787"
"Male","4890"
"Teli",""
"Female","34"
"Male","63"
"Terai Others",""
"Female","23"
"Male","30"
"Thakuri",""
"Female","220"
"Male","174"
"Tharu",""
"Female","14"
"Male","27"
"Undefined Others",""
"Female","11"
"Male","9"
"Yadav",""
"Female","8"
"Male","13"
