"Population by Educational Attainment","Number"
"Beginners",""
"Female","469"
"Male","539"
"Graduate and Equivalent",""
"Female","44"
"Male","153"
"Intermediate and Equivalent",""
"Female","253"
"Male","430"
"Level not Stated",""
"Female","36"
"Male","40"
"Lower Secondary (Class 6-8)",""
"Female","2401"
"Male","2901"
"Non Formal Education",""
"Female","462"
"Male","764"
"Others",""
"Female","4"
"Male","1"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","21"
"Primary Education (1-5 Class)",""
"Female","4819"
"Male","5451"
"Secondary Level (Class 9-10)",""
"Female","1353"
"Male","1415"
"SLC and Equivalent",""
"Female","783"
"Male","933"
