"Population by Mother tongue","Number"
"Bangla",""
"Female","42"
"Male","51"
"Bantawa",""
"Female","7"
"Male","6"
"Bhojpuri",""
"Female","68"
"Male","55"
"Doteli",""
"Female","9"
"Male","7"
"Ganagai",""
"Female","23"
"Male","24"
"Gurung",""
"Female","103"
"Male","97"
"Hindi",""
"Female","45"
"Male","50"
"Kagate",""
"Female","7"
"Male","8"
"Khash",""
"Female","64"
"Male","55"
"Kisan",""
"Female","48"
"Male","31"
"Limbu",""
"Female","446"
"Male","378"
"Magar",""
"Female","59"
"Male","56"
"Maithili",""
"Female","1019"
"Male","1048"
"Meche",""
"Female","17"
"Male","14"
"Nepali",""
"Female","5328"
"Male","4519"
"Newar",""
"Female","116"
"Male","92"
"Not Reported",""
"Female","68"
"Male","66"
"Others",""
"Female","36"
"Male","26"
"Rai",""
"Female","201"
"Male","139"
"Rajbanshi",""
"Female","9075"
"Male","8454"
"Santhali",""
"Female","689"
"Male","639"
"Sunuwar",""
"Female","100"
"Male","120"
"Tamang",""
"Female","289"
"Male","251"
"Tharu",""
"Female","8"
"Male","7"
"Urdu",""
"Female","2964"
"Male","2514"
