"Population by Single Year of Age","Number"
"0",""
"Female","416"
"Male","450"
"1",""
"Female","363"
"Male","395"
"10",""
"Female","594"
"Male","559"
"11",""
"Female","368"
"Male","348"
"12",""
"Female","586"
"Male","569"
"13",""
"Female","455"
"Male","427"
"14",""
"Female","528"
"Male","470"
"15",""
"Female","476"
"Male","388"
"16",""
"Female","495"
"Male","433"
"17",""
"Female","422"
"Male","372"
"18",""
"Female","560"
"Male","425"
"19",""
"Female","292"
"Male","253"
"2",""
"Female","474"
"Male","484"
"20",""
"Female","494"
"Male","310"
"21",""
"Female","268"
"Male","195"
"22",""
"Female","447"
"Male","281"
"23",""
"Female","305"
"Male","211"
"24",""
"Female","334"
"Male","220"
"25",""
"Female","542"
"Male","333"
"26",""
"Female","351"
"Male","222"
"27",""
"Female","256"
"Male","189"
"28",""
"Female","444"
"Male","286"
"29",""
"Female","185"
"Male","120"
"3",""
"Female","442"
"Male","477"
"30",""
"Female","605"
"Male","410"
"31",""
"Female","156"
"Male","124"
"32",""
"Female","324"
"Male","266"
"33",""
"Female","164"
"Male","155"
"34",""
"Female","169"
"Male","159"
"35",""
"Female","623"
"Male","474"
"36",""
"Female","238"
"Male","190"
"37",""
"Female","161"
"Male","130"
"38",""
"Female","253"
"Male","197"
"39",""
"Female","114"
"Male","112"
"4",""
"Female","424"
"Male","475"
"40",""
"Female","605"
"Male","488"
"41",""
"Female","128"
"Male","133"
"42",""
"Female","230"
"Male","224"
"43",""
"Female","136"
"Male","124"
"44",""
"Female","126"
"Male","132"
"45",""
"Female","469"
"Male","434"
"46",""
"Female","143"
"Male","158"
"47",""
"Female","113"
"Male","122"
"48",""
"Female","182"
"Male","212"
"49",""
"Female","64"
"Male","102"
"5",""
"Female","463"
"Male","499"
"50",""
"Female","362"
"Male","359"
"51",""
"Female","86"
"Male","93"
"52",""
"Female","121"
"Male","161"
"53",""
"Female","78"
"Male","84"
"54",""
"Female","95"
"Male","102"
"55",""
"Female","324"
"Male","279"
"56",""
"Female","106"
"Male","111"
"57",""
"Female","77"
"Male","87"
"58",""
"Female","111"
"Male","137"
"59",""
"Female","68"
"Male","71"
"6",""
"Female","472"
"Male","483"
"60",""
"Female","307"
"Male","287"
"61",""
"Female","92"
"Male","77"
"62",""
"Female","90"
"Male","99"
"63",""
"Female","67"
"Male","66"
"64",""
"Female","55"
"Male","79"
"65",""
"Female","209"
"Male","164"
"66",""
"Female","73"
"Male","60"
"67",""
"Female","48"
"Male","58"
"68",""
"Female","80"
"Male","82"
"69",""
"Female","39"
"Male","50"
"7",""
"Female","462"
"Male","492"
"70",""
"Female","131"
"Male","132"
"71",""
"Female","39"
"Male","41"
"72",""
"Female","38"
"Male","58"
"73",""
"Female","23"
"Male","37"
"74",""
"Female","25"
"Male","30"
"75",""
"Female","69"
"Male","65"
"76",""
"Female","20"
"Male","22"
"77",""
"Female","18"
"Male","18"
"78",""
"Female","27"
"Male","34"
"79",""
"Female","12"
"Male","9"
"8",""
"Female","514"
"Male","532"
"80",""
"Female","42"
"Male","40"
"81",""
"Female","8"
"Male","13"
"82",""
"Female","9"
"Male","13"
"83",""
"Female","8"
"Male","11"
"84",""
"Female","13"
"Male","12"
"85",""
"Female","68"
"Male","61"
"9",""
"Female","359"
"Male","415"
