"Population by Educational Attainment","Number"
"Beginners",""
"Female","227"
"Male","228"
"","455"
"Graduate and Equivalent",""
"Female","43"
"Male","89"
"","132"
"Intermediate and Equivalent",""
"Female","250"
"Male","260"
"","510"
"Level not Stated",""
"Female","13"
"Male","18"
"","31"
"Lower Secondary (Class 6-8)",""
"Female","2407"
"Male","1979"
"","4386"
"Non Formal Education",""
"Female","902"
"Male","855"
"","1757"
"Others",""
"Female","7"
"Male","5"
"","12"
"Post Graduate Equivalent and Above",""
"Female","11"
"Male","28"
"","39"
"Primary Education (1-5 Class)",""
"Female","3996"
"Male","3648"
"","7644"
"Secondary Level (Class 9-10)",""
"Female","736"
"Male","779"
"","1515"
"SLC and Equivalent",""
"Female","640"
"Male","701"
"","1341"
