"Population by Caste Ethinicity","Number"
"Badi",""
"Female","58"
"Male","48"
"","106"
"Brahman - Hill",""
"Female","1979"
"Male","1640"
"","3619"
"Brahmu/ Baramo",""
"Female","38"
"Male","26"
"","64"
"Chepang /Praja",""
"Female","230"
"Male","197"
"","427"
"Chhetri",""
"Female","1019"
"Male","846"
"","1865"
"Damai/Dholi",""
"Female","530"
"Male","414"
"","944"
"Darai",""
"Female","72"
"Male","64"
"","136"
"Gharti/Bhujel",""
"Female","46"
"Male","42"
"","88"
"Gurung",""
"Female","1465"
"Male","1097"
"","2562"
"Kami",""
"Female","573"
"Male","442"
"","1015"
"Kumal",""
"Female","8"
"Male","16"
"","24"
"Magar",""
"Female","5686"
"Male","4437"
"","10123"
"Majhi",""
"Female","48"
"Male","39"
"","87"
"Mallaha",""
"Female","5"
"Male","7"
"","12"
"Musalman",""
"Female","28"
"Male","26"
"","54"
"Newar",""
"Female","2569"
"Male","1840"
"","4409"
"Others",""
"Female","39"
"Male","35"
"","74"
"Sanyasi/Dasnami",""
"Female","47"
"Male","52"
"","99"
"Sarki",""
"Female","1031"
"Male","760"
"","1791"
"Tamang",""
"Female","6"
"Male","9"
"","15"
"Teli",""
"Female","0"
"Male","13"
"","13"
"Terai Others",""
"Female","8"
"Male","8"
"","16"
"Undefined Others",""
"Female","5"
"Male","7"
"","12"
