"Population by Educational Attainment","Number"
"Beginners",""
"Female","2485"
"Male","2902"
"","5387"
"Graduate and Equivalent",""
"Female","717"
"Male","1733"
"","2450"
"Intermediate and Equivalent",""
"Female","2715"
"Male","3493"
"","6208"
"Level not Stated",""
"Female","197"
"Male","136"
"","333"
"Lower Secondary (Class 6-8)",""
"Female","11820"
"Male","11142"
"","22962"
"Non Formal Education",""
"Female","2821"
"Male","1633"
"","4454"
"Others",""
"Female","49"
"Male","46"
"","95"
"Post Graduate Equivalent and Above",""
"Female","116"
"Male","583"
"","699"
"Primary Education (1-5 Class)",""
"Female","19986"
"Male","20697"
"","40683"
"Secondary Level (Class 9-10)",""
"Female","5805"
"Male","6113"
"","11918"
"SLC and Equivalent",""
"Female","4937"
"Male","5672"
"","10609"
