"Population by Caste Ethinicity","Number"
"Badi",""
"Female","352"
"Male","297"
"","649"
"Bangali",""
"Female","5"
"Male","6"
"","11"
"Baraee",""
"Female","7"
"Male","4"
"","11"
"Bote",""
"Female","5"
"Male","8"
"","13"
"Brahman - Hill",""
"Female","10555"
"Male","9409"
"","19964"
"Brahman - Tarai",""
"Female","12"
"Male","20"
"","32"
"Chamar/ Harijan/ Ram",""
"Female","77"
"Male","76"
"","153"
"Chhantyal/Chhantel",""
"Female","7"
"Male","7"
"","14"
"Chhetri",""
"Female","20089"
"Male","16920"
"","37009"
"Dalit Others",""
"Female","393"
"Male","326"
"","719"
"Damai/Dholi",""
"Female","2448"
"Male","2005"
"","4453"
"Dhanuk",""
"Female","5"
"Male","11"
"","16"
"Foreigner",""
"Female","8"
"Male","4"
"","12"
"Gaine",""
"Female","161"
"Male","150"
"","311"
"Gharti/Bhujel",""
"Female","50"
"Male","46"
"","96"
"Gurung",""
"Female","281"
"Male","231"
"","512"
"Hajam/Thakur",""
"Female","8"
"Male","7"
"","15"
"Halwai",""
"Female","314"
"Male","356"
"","670"
"Kalwar",""
"Female","8"
"Male","15"
"","23"
"Kami",""
"Female","5627"
"Male","4465"
"","10092"
"Kathabaniyan",""
"Female","71"
"Male","75"
"","146"
"Kewat",""
"Female","4"
"Male","7"
"","11"
"Koiri/Kushwaha",""
"Female","4"
"Male","10"
"","14"
"Kori",""
"Female","46"
"Male","53"
"","99"
"Kumal",""
"Female","113"
"Male","113"
"","226"
"Kurmi",""
"Female","16"
"Male","11"
"","27"
"Lhomi",""
"Female","32"
"Male","23"
"","55"
"Limbu",""
"Female","15"
"Male","11"
"","26"
"Lohar",""
"Female","11"
"Male","12"
"","23"
"Magar",""
"Female","15022"
"Male","12279"
"","27301"
"Majhi",""
"Female","12"
"Male","6"
"","18"
"Mallaha",""
"Female","6"
"Male","7"
"","13"
"Marwadi",""
"Female","5"
"Male","10"
"","15"
"Musahar",""
"Female","15"
"Male","19"
"","34"
"Musalman",""
"Female","603"
"Male","711"
"","1314"
"Newar",""
"Female","1207"
"Male","1046"
"","2253"
"Others",""
"Female","47"
"Male","52"
"","99"
"Rai",""
"Female","42"
"Male","35"
"","77"
"Sanyasi/Dasnami",""
"Female","2084"
"Male","1756"
"","3840"
"Sarki",""
"Female","2024"
"Male","1728"
"","3752"
"Tamang",""
"Female","55"
"Male","55"
"","110"
"Teli",""
"Female","20"
"Male","21"
"","41"
"Terai Others",""
"Female","56"
"Male","56"
"","112"
"Thakuri",""
"Female","1038"
"Male","848"
"","1886"
"Tharu",""
"Female","20836"
"Male","18965"
"","39801"
"Undefined Others",""
"Female","6"
"Male","8"
"","14"
"Yadav",""
"Female","33"
"Male","49"
"","82"
