"Population by Mother tongue","Number"
"Bajjika",""
"Female","663"
"Male","565"
"Bangla",""
"Female","6"
"Male","18"
"Bhojpuri",""
"Female","115"
"Male","415"
"Chepang",""
"Female","851"
"Male","777"
"Doteli",""
"Female","6"
"Male","6"
"Ghale",""
"Female","1711"
"Male","1344"
"Gurung",""
"Female","19981"
"Male","15951"
"Hindi",""
"Female","52"
"Male","73"
"Hyolmo/Yholmo",""
"Female","262"
"Male","220"
"Kumal",""
"Female","964"
"Male","772"
"Limbu",""
"Female","6"
"Male","6"
"Magar",""
"Female","7055"
"Male","5549"
"Maithili",""
"Female","34"
"Male","66"
"Majhi",""
"Female","8"
"Male","4"
"Nepali",""
"Female","109633"
"Male","86691"
"Newar",""
"Female","1073"
"Male","835"
"Not Reported",""
"Female","53"
"Male","49"
"Others",""
"Female","224"
"Male","200"
"Rai",""
"Female","36"
"Male","43"
"Sherpa",""
"Female","21"
"Male","16"
"Sign Language",""
"Female","9"
"Male","9"
"Sunuwar",""
"Female","3"
"Male","10"
"Tamang",""
"Female","5473"
"Male","4699"
"Tharu",""
"Female","18"
"Male","36"
"Urdu",""
"Female","1339"
"Male","992"
