"Population by Mother tongue","Number"
"Achhami",""
"Female","1060"
"Male","977"
"Baitadeli",""
"Female","29"
"Male","21"
"Bajureli",""
"Female","83"
"Male","92"
"Bhojpuri",""
"Female","21"
"Male","27"
"Bote",""
"Female","45"
"Male","48"
"Dailekhi",""
"Female","28"
"Male","23"
"Darchuleli",""
"Female","12"
"Male","11"
"Doteli",""
"Female","1408"
"Male","1401"
"Hindi",""
"Female","842"
"Male","861"
"Jumli",""
"Female","65"
"Male","48"
"Magar",""
"Female","52"
"Male","45"
"Maithili",""
"Female","310"
"Male","333"
"Nepali",""
"Female","4126"
"Male","3860"
"Newar",""
"Female","8"
"Male","9"
"Not Reported",""
"Female","19"
"Male","19"
"Others",""
"Female","13"
"Male","16"
"Punjabi",""
"Female","24"
"Male","25"
"Raji",""
"Female","684"
"Male","653"
"Tamang",""
"Female","31"
"Male","36"
"Tharu",""
"Female","17065"
"Male","17007"
"Urdu",""
"Female","204"
"Male","204"
