"Population by Single Year of Age","Number"
"0",""
"Female","231"
"Male","225"
"1",""
"Female","203"
"Male","231"
"10",""
"Female","304"
"Male","290"
"11",""
"Female","253"
"Male","267"
"12",""
"Female","307"
"Male","326"
"13",""
"Female","257"
"Male","246"
"14",""
"Female","287"
"Male","249"
"15",""
"Female","246"
"Male","238"
"16",""
"Female","221"
"Male","222"
"17",""
"Female","253"
"Male","215"
"18",""
"Female","245"
"Male","175"
"19",""
"Female","195"
"Male","137"
"2",""
"Female","213"
"Male","241"
"20",""
"Female","185"
"Male","123"
"21",""
"Female","183"
"Male","124"
"22",""
"Female","189"
"Male","114"
"23",""
"Female","181"
"Male","72"
"24",""
"Female","152"
"Male","92"
"25",""
"Female","198"
"Male","105"
"26",""
"Female","161"
"Male","61"
"27",""
"Female","144"
"Male","80"
"28",""
"Female","145"
"Male","68"
"29",""
"Female","125"
"Male","65"
"3",""
"Female","242"
"Male","248"
"30",""
"Female","187"
"Male","97"
"31",""
"Female","126"
"Male","69"
"32",""
"Female","119"
"Male","67"
"33",""
"Female","101"
"Male","62"
"34",""
"Female","107"
"Male","52"
"35",""
"Female","159"
"Male","93"
"36",""
"Female","105"
"Male","66"
"37",""
"Female","99"
"Male","47"
"38",""
"Female","118"
"Male","67"
"39",""
"Female","87"
"Male","53"
"4",""
"Female","213"
"Male","244"
"40",""
"Female","155"
"Male","101"
"41",""
"Female","87"
"Male","65"
"42",""
"Female","84"
"Male","76"
"43",""
"Female","104"
"Male","62"
"44",""
"Female","69"
"Male","50"
"45",""
"Female","144"
"Male","114"
"46",""
"Female","90"
"Male","67"
"47",""
"Female","72"
"Male","57"
"48",""
"Female","75"
"Male","72"
"49",""
"Female","86"
"Male","58"
"5",""
"Female","238"
"Male","264"
"50",""
"Female","138"
"Male","104"
"51",""
"Female","64"
"Male","54"
"52",""
"Female","87"
"Male","63"
"53",""
"Female","77"
"Male","75"
"54",""
"Female","54"
"Male","44"
"55",""
"Female","91"
"Male","71"
"56",""
"Female","62"
"Male","65"
"57",""
"Female","70"
"Male","66"
"58",""
"Female","63"
"Male","70"
"59",""
"Female","58"
"Male","55"
"6",""
"Female","236"
"Male","233"
"60",""
"Female","120"
"Male","104"
"61",""
"Female","59"
"Male","63"
"62",""
"Female","63"
"Male","48"
"63",""
"Female","46"
"Male","38"
"64",""
"Female","43"
"Male","45"
"65",""
"Female","58"
"Male","55"
"66",""
"Female","39"
"Male","35"
"67",""
"Female","47"
"Male","48"
"68",""
"Female","60"
"Male","45"
"69",""
"Female","31"
"Male","28"
"7",""
"Female","263"
"Male","219"
"70",""
"Female","65"
"Male","51"
"71",""
"Female","38"
"Male","28"
"72",""
"Female","41"
"Male","34"
"73",""
"Female","27"
"Male","29"
"74",""
"Female","25"
"Male","15"
"75",""
"Female","58"
"Male","39"
"76",""
"Female","35"
"Male","26"
"77",""
"Female","16"
"Male","31"
"78",""
"Female","14"
"Male","29"
"79",""
"Female","14"
"Male","15"
"8",""
"Female","252"
"Male","236"
"80",""
"Female","34"
"Male","22"
"81",""
"Female","16"
"Male","24"
"82",""
"Female","12"
"Male","9"
"83",""
"Female","9"
"Male","10"
"84",""
"Female","15"
"Male","7"
"85",""
"Female","41"
"Male","47"
"9",""
"Female","253"
"Male","272"
