"Population by Educational Attainment","Number"
"Beginners",""
"Female","366"
"Male","388"
"Graduate and Equivalent",""
"Female","4"
"Male","37"
"Intermediate and Equivalent",""
"Female","78"
"Male","117"
"Level not Stated",""
"Female","13"
"Male","19"
"Lower Secondary (Class 6-8)",""
"Female","1206"
"Male","1131"
"Non Formal Education",""
"Female","549"
"Male","300"
"Others",""
"Female","5"
"Male","3"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","16"
"Primary Education (1-5 Class)",""
"Female","3158"
"Male","3196"
"Secondary Level (Class 9-10)",""
"Female","405"
"Male","456"
"SLC and Equivalent",""
"Female","300"
"Male","367"
