"Population by Educational Attainment","Number"
"Beginners",""
"Female","49"
"Male","70"
"Graduate and Equivalent",""
"Female","16"
"Male","94"
"Intermediate and Equivalent",""
"Female","86"
"Male","347"
"Level not Stated",""
"Female","26"
"Male","28"
"Lower Secondary (Class 6-8)",""
"Female","568"
"Male","1299"
"Non Formal Education",""
"Female","28"
"Male","74"
"Others",""
"Female","4"
"Male","5"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","36"
"Primary Education (1-5 Class)",""
"Female","2068"
"Male","3011"
"Secondary Level (Class 9-10)",""
"Female","176"
"Male","563"
"SLC and Equivalent",""
"Female","183"
"Male","625"
