"Population by Caste/Ethinicity","Number"
"#VALUE!",""
"Female","6"
"Male","7"
"Amat",""
"Female","106"
"Male","103"
"Badhaee",""
"Female","166"
"Male","171"
"Badi",""
"Female","7"
"Male","7"
"Bangali",""
"Female","20"
"Male","17"
"Bantar/Sardar",""
"Female","615"
"Male","573"
"Bhote",""
"Female","29"
"Male","31"
"Brahman - Hill",""
"Female","256"
"Male","240"
"Brahman - Tarai",""
"Female","44"
"Male","41"
"Chamar/ Harijan/ Ram",""
"Female","400"
"Male","352"
"Chhetri",""
"Female","337"
"Male","327"
"Damai/Dholi",""
"Female","22"
"Male","19"
"Dhanuk",""
"Female","294"
"Male","317"
"Dhobi",""
"Female","12"
"Male","14"
"Dom",""
"Female","10"
"Male","13"
"Dusadh/ Pasawan/ Pasi",""
"Female","265"
"Male","306"
"Gaderi/Bhedihar",""
"Female","125"
"Male","98"
"Gharti/Bhujel",""
"Female","7"
"Male","8"
"Gurung",""
"Female","810"
"Male","837"
"Hajam/Thakur",""
"Female","173"
"Male","168"
"Halwai",""
"Female","341"
"Male","396"
"Jhangad/ Dhagar",""
"Female","88"
"Male","90"
"Kahar",""
"Female","22"
"Male","17"
"Kalwar",""
"Female","10"
"Male","25"
"Kami",""
"Female","28"
"Male","23"
"Kathabaniyan",""
"Female","125"
"Male","157"
"Kayastha",""
"Female","15"
"Male","19"
"Kewat",""
"Female","706"
"Male","731"
"Khatwe",""
"Female","22"
"Male","19"
"Koiri/Kushwaha",""
"Female","644"
"Male","634"
"Kumal",""
"Female","260"
"Male","261"
"Kumhar",""
"Female","191"
"Male","171"
"Kurmi",""
"Female","17"
"Male","19"
"Limbu",""
"Female","11"
"Male","11"
"Lohar",""
"Female","21"
"Male","31"
"Magar",""
"Female","144"
"Male","160"
"Majhi",""
"Female","8"
"Male","9"
"Mallaha",""
"Female","159"
"Male","154"
"Meche",""
"Female","32"
"Male","26"
"Musahar",""
"Female","1032"
"Male","1138"
"Musalman",""
"Female","959"
"Male","981"
"Newar",""
"Female","119"
"Male","100"
"Nuniya",""
"Female","153"
"Male","176"
"Others",""
"Female","48"
"Male","23"
"Pahari",""
"Female","9"
"Male","5"
"Punjabi/Sikh",""
"Female","22"
"Male","25"
"Rai",""
"Female","35"
"Male","41"
"Rajbhar",""
"Female","18"
"Male","17"
"Rajput",""
"Female","20"
"Male","24"
"Sanyasi/Dasnami",""
"Female","11"
"Male","10"
"Sarbaria",""
"Female","20"
"Male","22"
"Sarki",""
"Female","6"
"Male","11"
"Satar/ Santhal",""
"Female","25"
"Male","19"
"Sherpa",""
"Female","11"
"Male","8"
"Sonar",""
"Female","14"
"Male","19"
"Sudhi",""
"Female","14"
"Male","8"
"Sunuwar",""
"Female","17"
"Male","17"
"Tamang",""
"Female","22"
"Male","28"
"Tatma/Tatwa",""
"Female","155"
"Male","168"
"Teli",""
"Female","141"
"Male","146"
"Terai Others",""
"Female","1283"
"Male","1373"
"Tharu",""
"Female","3765"
"Male","3661"
"Undefined Others",""
"Female","23"
"Male","18"
"Yadav",""
"Female","970"
"Male","1069"
"Yakkha",""
"Female","12"
"Male","17"
