"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","413"
"Male","356"
"Brahman - Hill",""
"Female","3128"
"Male","3119"
"Chhetri",""
"Female","72499"
"Male","65436"
"Dalit Others",""
"Female","58"
"Male","42"
"Damai/Dholi",""
"Female","3749"
"Male","3505"
"Gaine",""
"Female","82"
"Male","69"
"Gharti/Bhujel",""
"Female","17"
"Male","22"
"Gurung",""
"Female","85"
"Male","78"
"Kami",""
"Female","14793"
"Male","13767"
"Kathabaniyan",""
"Female","5"
"Male","7"
"Kumal",""
"Female","100"
"Male","93"
"Lohar",""
"Female","12"
"Male","11"
"Magar",""
"Female","18934"
"Male","17519"
"Majhi",""
"Female","15"
"Male","15"
"Musalman",""
"Female","140"
"Male","123"
"Newar",""
"Female","754"
"Male","596"
"Others",""
"Female","160"
"Male","121"
"Rai",""
"Female","60"
"Male","50"
"Raute",""
"Female","35"
"Male","31"
"Sanyasi/Dasnami",""
"Female","4521"
"Male","4006"
"Sarki",""
"Female","2318"
"Male","2045"
"Tamang",""
"Female","9"
"Male","2"
"Teli",""
"Female","6"
"Male","5"
"Terai Others",""
"Female","100"
"Male","87"
"Thakuri",""
"Female","4410"
"Male","4084"
"Tharu",""
"Female","49"
"Male","52"
"Undefined Others",""
"Female","11"
"Male","12"
