"Population by Educational Attainment","Number"
"Beginners",""
"Female","159"
"Male","130"
"Graduate and Equivalent",""
"Female","1"
"Male","20"
"Intermediate and Equivalent",""
"Female","11"
"Male","84"
"Level not Stated",""
"Female","0"
"Male","2"
"Lower Secondary (Class 6-8)",""
"Female","141"
"Male","281"
"Non Formal Education",""
"Female","20"
"Male","28"
"Others",""
"Female","0"
"Male","1"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","5"
"Primary Education (1-5 Class)",""
"Female","496"
"Male","741"
"Secondary Level (Class 9-10)",""
"Female","40"
"Male","228"
"SLC and Equivalent",""
"Female","27"
"Male","116"
