"Population by Educational Attainment","Number"
"Beginners",""
"Female","778"
"Male","825"
"Graduate and Equivalent",""
"Female","20"
"Male","210"
"Intermediate and Equivalent",""
"Female","211"
"Male","551"
"Level not Stated",""
"Female","40"
"Male","48"
"Lower Secondary (Class 6-8)",""
"Female","923"
"Male","1798"
"Non Formal Education",""
"Female","280"
"Male","404"
"Others",""
"Female","4"
"Male","29"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","52"
"Primary Education (1-5 Class)",""
"Female","3773"
"Male","4651"
"Secondary Level (Class 9-10)",""
"Female","417"
"Male","985"
"SLC and Equivalent",""
"Female","354"
"Male","969"
