"Population by Caste Ethinicity","Number"
"Bantar/Sardar",""
"Female","89"
"Male","94"
"","183"
"Baraee",""
"Female","121"
"Male","128"
"","249"
"Bin",""
"Female","216"
"Male","263"
"","479"
"Brahman - Hill",""
"Female","12"
"Male","4"
"","16"
"Brahman - Tarai",""
"Female","269"
"Male","268"
"","537"
"Chamar/ Harijan/ Ram",""
"Female","545"
"Male","563"
"","1108"
"Chhetri",""
"Female","17"
"Male","14"
"","31"
"Dhanuk",""
"Female","14"
"Male","15"
"","29"
"Dhobi",""
"Female","99"
"Male","102"
"","201"
"Dhunia",""
"Female","17"
"Male","13"
"","30"
"Dom",""
"Female","17"
"Male","20"
"","37"
"Dusadh/ Pasawan/ Pasi",""
"Female","26"
"Male","26"
"","52"
"Hajam/Thakur",""
"Female","170"
"Male","195"
"","365"
"Halwai",""
"Female","86"
"Male","87"
"","173"
"Kalwar",""
"Female","44"
"Male","40"
"","84"
"Kathabaniyan",""
"Female","71"
"Male","56"
"","127"
"Khatwe",""
"Female","163"
"Male","189"
"","352"
"Koiri/Kushwaha",""
"Female","1186"
"Male","1238"
"","2424"
"Kurmi",""
"Female","411"
"Male","415"
"","826"
"Lohar",""
"Female","214"
"Male","235"
"","449"
"Mali",""
"Female","27"
"Male","26"
"","53"
"Mallaha",""
"Female","370"
"Male","448"
"","818"
"Musahar",""
"Female","50"
"Male","67"
"","117"
"Musalman",""
"Female","1197"
"Male","1210"
"","2407"
"Nuniya",""
"Female","69"
"Male","80"
"","149"
"Others",""
"Female","36"
"Male","11"
"","47"
"Pattharkatta/ Kushwadiya",""
"Female","6"
"Male","7"
"","13"
"Sonar",""
"Female","92"
"Male","88"
"","180"
"Sudhi",""
"Female","758"
"Male","811"
"","1569"
"Tatma/Tatwa",""
"Female","98"
"Male","110"
"","208"
"Teli",""
"Female","494"
"Male","458"
"","952"
"Undefined Others",""
"Female","23"
"Male","23"
"","46"
"Yadav",""
"Female","5209"
"Male","5962"
"","11171"
