"Population by Educational Attainment","Number"
"Beginners",""
"Female","153"
"Male","154"
"","307"
"Graduate and Equivalent",""
"Female","10"
"Male","33"
"","43"
"Intermediate and Equivalent",""
"Female","54"
"Male","89"
"","143"
"Level not Stated",""
"Female","9"
"Male","9"
"","18"
"Lower Secondary (Class 6-8)",""
"Female","782"
"Male","823"
"","1605"
"Non Formal Education",""
"Female","377"
"Male","427"
"","804"
"Others",""
"Female","2"
"Male","2"
"","4"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","8"
"","10"
"Primary Education (1-5 Class)",""
"Female","1862"
"Male","2198"
"","4060"
"Secondary Level (Class 9-10)",""
"Female","334"
"Male","283"
"","617"
"SLC and Equivalent",""
"Female","143"
"Male","198"
"","341"
