"Population by Educational Attainment","Number"
"Beginners",""
"Female","199"
"Male","242"
"Graduate and Equivalent",""
"Female","74"
"Male","237"
"Intermediate and Equivalent",""
"Female","317"
"Male","518"
"Level not Stated",""
"Female","17"
"Male","15"
"Lower Secondary (Class 6-8)",""
"Female","1975"
"Male","2053"
"Non Formal Education",""
"Female","517"
"Male","473"
"Others",""
"Female","7"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","19"
"Male","105"
"Primary Education (1-5 Class)",""
"Female","3320"
"Male","3442"
"Secondary Level (Class 9-10)",""
"Female","1136"
"Male","1269"
"SLC and Equivalent",""
"Female","1236"
"Male","1311"
