"Population by Single Year of Age","Number"
"0",""
"Female","470"
"Male","454"
"1",""
"Female","344"
"Male","385"
"10",""
"Female","780"
"Male","758"
"11",""
"Female","227"
"Male","306"
"12",""
"Female","630"
"Male","714"
"13",""
"Female","372"
"Male","358"
"14",""
"Female","459"
"Male","466"
"15",""
"Female","466"
"Male","478"
"16",""
"Female","498"
"Male","477"
"17",""
"Female","263"
"Male","313"
"18",""
"Female","513"
"Male","576"
"19",""
"Female","221"
"Male","217"
"2",""
"Female","457"
"Male","455"
"20",""
"Female","512"
"Male","548"
"21",""
"Female","183"
"Male","196"
"22",""
"Female","319"
"Male","406"
"23",""
"Female","271"
"Male","187"
"24",""
"Female","364"
"Male","220"
"25",""
"Female","382"
"Male","544"
"26",""
"Female","298"
"Male","247"
"27",""
"Female","145"
"Male","147"
"28",""
"Female","541"
"Male","396"
"29",""
"Female","134"
"Male","65"
"3",""
"Female","559"
"Male","514"
"30",""
"Female","526"
"Male","621"
"31",""
"Female","58"
"Male","64"
"32",""
"Female","297"
"Male","284"
"33",""
"Female","219"
"Male","79"
"34",""
"Female","234"
"Male","100"
"35",""
"Female","350"
"Male","619"
"36",""
"Female","145"
"Male","160"
"37",""
"Female","80"
"Male","50"
"38",""
"Female","384"
"Male","223"
"39",""
"Female","78"
"Male","44"
"4",""
"Female","517"
"Male","515"
"40",""
"Female","404"
"Male","580"
"41",""
"Female","36"
"Male","46"
"42",""
"Female","172"
"Male","155"
"43",""
"Female","153"
"Male","48"
"44",""
"Female","136"
"Male","64"
"45",""
"Female","298"
"Male","517"
"46",""
"Female","88"
"Male","77"
"47",""
"Female","45"
"Male","52"
"48",""
"Female","232"
"Male","153"
"49",""
"Female","64"
"Male","30"
"5",""
"Female","660"
"Male","653"
"50",""
"Female","289"
"Male","463"
"51",""
"Female","13"
"Male","37"
"52",""
"Female","79"
"Male","101"
"53",""
"Female","112"
"Male","30"
"54",""
"Female","67"
"Male","37"
"55",""
"Female","212"
"Male","363"
"56",""
"Female","84"
"Male","65"
"57",""
"Female","30"
"Male","26"
"58",""
"Female","202"
"Male","121"
"59",""
"Female","43"
"Male","33"
"6",""
"Female","530"
"Male","589"
"60",""
"Female","330"
"Male","403"
"61",""
"Female","18"
"Male","23"
"62",""
"Female","88"
"Male","92"
"63",""
"Female","71"
"Male","32"
"64",""
"Female","49"
"Male","21"
"65",""
"Female","228"
"Male","334"
"66",""
"Female","42"
"Male","27"
"67",""
"Female","26"
"Male","26"
"68",""
"Female","98"
"Male","61"
"69",""
"Female","18"
"Male","13"
"7",""
"Female","486"
"Male","495"
"70",""
"Female","187"
"Male","273"
"71",""
"Female","12"
"Male","10"
"72",""
"Female","30"
"Male","46"
"73",""
"Female","20"
"Male","11"
"74",""
"Female","13"
"Male","5"
"75",""
"Female","111"
"Male","131"
"76",""
"Female","1"
"Male","10"
"77",""
"Female","0"
"Male","7"
"78",""
"Female","20"
"Male","6"
"79",""
"Female","3"
"Male","1"
"8",""
"Female","722"
"Male","748"
"80",""
"Female","70"
"Male","90"
"81",""
"Female","0"
"Male","1"
"82",""
"Female","4"
"Male","3"
"83",""
"Female","4"
"Male","1"
"84",""
"Female","2"
"Male","1"
"85",""
"Female","47"
"Male","44"
"9",""
"Female","313"
"Male","353"
