"Population by Single Year of Age","Number"
"0",""
"Female","145"
"Male","124"
"1",""
"Female","111"
"Male","121"
"10",""
"Female","163"
"Male","198"
"11",""
"Female","173"
"Male","192"
"12",""
"Female","218"
"Male","183"
"13",""
"Female","196"
"Male","194"
"14",""
"Female","167"
"Male","157"
"15",""
"Female","176"
"Male","183"
"16",""
"Female","194"
"Male","172"
"17",""
"Female","198"
"Male","163"
"18",""
"Female","185"
"Male","133"
"19",""
"Female","143"
"Male","98"
"2",""
"Female","138"
"Male","121"
"20",""
"Female","130"
"Male","75"
"21",""
"Female","158"
"Male","61"
"22",""
"Female","175"
"Male","87"
"23",""
"Female","141"
"Male","50"
"24",""
"Female","130"
"Male","36"
"25",""
"Female","161"
"Male","65"
"26",""
"Female","111"
"Male","49"
"27",""
"Female","110"
"Male","51"
"28",""
"Female","125"
"Male","54"
"29",""
"Female","76"
"Male","33"
"3",""
"Female","129"
"Male","130"
"30",""
"Female","125"
"Male","65"
"31",""
"Female","49"
"Male","24"
"32",""
"Female","81"
"Male","44"
"33",""
"Female","60"
"Male","37"
"34",""
"Female","52"
"Male","26"
"35",""
"Female","153"
"Male","60"
"36",""
"Female","63"
"Male","27"
"37",""
"Female","60"
"Male","36"
"38",""
"Female","94"
"Male","43"
"39",""
"Female","72"
"Male","29"
"4",""
"Female","178"
"Male","174"
"40",""
"Female","139"
"Male","74"
"41",""
"Female","53"
"Male","39"
"42",""
"Female","48"
"Male","38"
"43",""
"Female","49"
"Male","33"
"44",""
"Female","41"
"Male","28"
"45",""
"Female","125"
"Male","59"
"46",""
"Female","59"
"Male","35"
"47",""
"Female","59"
"Male","27"
"48",""
"Female","82"
"Male","46"
"49",""
"Female","47"
"Male","46"
"5",""
"Female","144"
"Male","169"
"50",""
"Female","128"
"Male","65"
"51",""
"Female","49"
"Male","55"
"52",""
"Female","77"
"Male","61"
"53",""
"Female","37"
"Male","43"
"54",""
"Female","52"
"Male","33"
"55",""
"Female","78"
"Male","62"
"56",""
"Female","55"
"Male","39"
"57",""
"Female","58"
"Male","62"
"58",""
"Female","57"
"Male","47"
"59",""
"Female","37"
"Male","34"
"6",""
"Female","132"
"Male","162"
"60",""
"Female","69"
"Male","70"
"61",""
"Female","56"
"Male","44"
"62",""
"Female","50"
"Male","54"
"63",""
"Female","46"
"Male","30"
"64",""
"Female","47"
"Male","40"
"65",""
"Female","86"
"Male","64"
"66",""
"Female","31"
"Male","34"
"67",""
"Female","52"
"Male","54"
"68",""
"Female","39"
"Male","47"
"69",""
"Female","16"
"Male","18"
"7",""
"Female","165"
"Male","157"
"70",""
"Female","54"
"Male","41"
"71",""
"Female","25"
"Male","29"
"72",""
"Female","41"
"Male","45"
"73",""
"Female","20"
"Male","20"
"74",""
"Female","15"
"Male","13"
"75",""
"Female","43"
"Male","28"
"76",""
"Female","9"
"Male","19"
"77",""
"Female","24"
"Male","18"
"78",""
"Female","16"
"Male","24"
"79",""
"Female","9"
"Male","17"
"8",""
"Female","161"
"Male","183"
"80",""
"Female","22"
"Male","23"
"81",""
"Female","8"
"Male","10"
"82",""
"Female","8"
"Male","6"
"83",""
"Female","7"
"Male","9"
"84",""
"Female","8"
"Male","7"
"85",""
"Female","25"
"Male","41"
"9",""
"Female","156"
"Male","158"
