"Population by Educational Attainment","Number"
"Beginners",""
"Female","4121"
"Male","4103"
"","8224"
"Graduate and Equivalent",""
"Female","192"
"Male","1319"
"","1511"
"Intermediate and Equivalent",""
"Female","1998"
"Male","3963"
"","5961"
"Level not Stated",""
"Female","258"
"Male","256"
"","514"
"Lower Secondary (Class 6-8)",""
"Female","12118"
"Male","17813"
"","29931"
"Non Formal Education",""
"Female","2752"
"Male","1736"
"","4488"
"Others",""
"Female","61"
"Male","75"
"","136"
"Post Graduate Equivalent and Above",""
"Female","36"
"Male","497"
"","533"
"Primary Education (1-5 Class)",""
"Female","31476"
"Male","37385"
"","68861"
"Secondary Level (Class 9-10)",""
"Female","5323"
"Male","9904"
"","15227"
"SLC and Equivalent",""
"Female","2958"
"Male","5322"
"","8280"
