"Population by disability type","Number"
"Blind/low vision",""
"Female","731"
"Male","693"
"","1424"
"Deaf/hard of hearing",""
"Female","592"
"Male","652"
"","1244"
"Deaf-Blind",""
"Female","80"
"Male","88"
"","168"
"Intellectual disable",""
"Female","75"
"Male","93"
"","168"
"Mental disable",""
"Female","147"
"Male","220"
"","367"
"Multiple disable",""
"Female","200"
"Male","239"
"","439"
"No disability",""
"Female","129867"
"Male","112574"
"","242441"
"Physical",""
"Female","1572"
"Male","1834"
"","3406"
"Speech problem",""
"Female","198"
"Male","370"
"","568"
