"Population by Caste Ethinicity","Number"
"Badi",""
"Female","113"
"Male","108"
"","221"
"Bangali",""
"Female","14"
"Male","6"
"","20"
"Brahman - Hill",""
"Female","24945"
"Male","21499"
"","46444"
"Brahman - Tarai",""
"Female","225"
"Male","179"
"","404"
"Chhetri",""
"Female","69091"
"Male","61381"
"","130472"
"Dalit Others",""
"Female","8458"
"Male","7862"
"","16320"
"Damai/Dholi",""
"Female","2901"
"Male","2464"
"","5365"
"Dhanuk",""
"Female","116"
"Male","76"
"","192"
"Dusadh/ Pasawan/ Pasi",""
"Female","17"
"Male","12"
"","29"
"Foreigner",""
"Female","9"
"Male","3"
"","12"
"Gurung",""
"Female","220"
"Male","197"
"","417"
"Hajam/Thakur",""
"Female","12"
"Male","3"
"","15"
"Janajati Others",""
"Female","42"
"Male","29"
"","71"
"Kami",""
"Female","6227"
"Male","5385"
"","11612"
"Kathabaniyan",""
"Female","487"
"Male","448"
"","935"
"Kumal",""
"Female","9"
"Male","14"
"","23"
"Limbu",""
"Female","6"
"Male","7"
"","13"
"Lohar",""
"Female","5982"
"Male","5206"
"","11188"
"Magar",""
"Female","110"
"Male","155"
"","265"
"Mewahang Bala",""
"Female","19"
"Male","19"
"","38"
"Musalman",""
"Female","3"
"Male","16"
"","19"
"Newar",""
"Female","52"
"Male","51"
"","103"
"Others",""
"Female","180"
"Male","135"
"","315"
"Pahari",""
"Female","29"
"Male","24"
"","53"
"Rai",""
"Female","7"
"Male","16"
"","23"
"Sanyasi/Dasnami",""
"Female","2101"
"Male","1532"
"","3633"
"Sarki",""
"Female","1880"
"Male","1740"
"","3620"
"Sudhi",""
"Female","520"
"Male","448"
"","968"
"Tamang",""
"Female","7"
"Male","7"
"","14"
"Teli",""
"Female","11"
"Male","8"
"","19"
"Terai Others",""
"Female","120"
"Male","113"
"","233"
"Thakuri",""
"Female","9420"
"Male","7534"
"","16954"
"Thami",""
"Female","16"
"Male","11"
"","27"
"Tharu",""
"Female","11"
"Male","12"
"","23"
"Undefined Others",""
"Female","46"
"Male","26"
"","72"
"Yakkha",""
"Female","56"
"Male","37"
"","93"
