"Population by Educational Attainment","Number"
"Beginners",""
"Female","121"
"Male","124"
"","245"
"Graduate and Equivalent",""
"Female","25"
"Male","75"
"","100"
"Intermediate and Equivalent",""
"Female","128"
"Male","171"
"","299"
"Level not Stated",""
"Female","7"
"Male","9"
"","16"
"Lower Secondary (Class 6-8)",""
"Female","732"
"Male","904"
"","1636"
"Non Formal Education",""
"Female","213"
"Male","238"
"","451"
"Others",""
"Female","4"
"Male","4"
"","8"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","9"
"","9"
"Primary Education (1-5 Class)",""
"Female","1892"
"Male","2453"
"","4345"
"Secondary Level (Class 9-10)",""
"Female","301"
"Male","356"
"","657"
"SLC and Equivalent",""
"Female","249"
"Male","333"
"","582"
