"Population by disability type","Number"
"Blind/low vision",""
"Female","6"
"Male","3"
"","9"
"Deaf/hard of hearing",""
"Female","12"
"Male","9"
"","21"
"Deaf-Blind",""
"Female","5"
"Male","1"
"","6"
"Intellectual disable",""
"Female","0"
"Male","0"
"","0"
"Mental disable",""
"Female","2"
"Male","0"
"","2"
"Multiple disable",""
"Female","1"
"Male","3"
"","4"
"No disability",""
"Female","1867"
"Male","1619"
"","3486"
"Physical",""
"Female","16"
"Male","17"
"","33"
"Speech problem",""
"Female","10"
"Male","5"
"","15"
