"Population by Educational Attainment","Number"
"Beginners",""
"Female","149"
"Male","176"
"","325"
"Graduate and Equivalent",""
"Female","17"
"Male","53"
"","70"
"Intermediate and Equivalent",""
"Female","68"
"Male","138"
"","206"
"Level not Stated",""
"Female","8"
"Male","5"
"","13"
"Lower Secondary (Class 6-8)",""
"Female","1141"
"Male","1065"
"","2206"
"Non Formal Education",""
"Female","164"
"Male","218"
"","382"
"Others",""
"Female","0"
"Male","1"
"","1"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","21"
"","22"
"Primary Education (1-5 Class)",""
"Female","1862"
"Male","1941"
"","3803"
"Secondary Level (Class 9-10)",""
"Female","515"
"Male","568"
"","1083"
"SLC and Equivalent",""
"Female","392"
"Male","484"
"","876"
