"Population by Single Year of Age","Number"
"0",""
"Female","261"
"Male","248"
"1",""
"Female","174"
"Male","201"
"10",""
"Female","556"
"Male","603"
"11",""
"Female","223"
"Male","223"
"12",""
"Female","475"
"Male","437"
"13",""
"Female","279"
"Male","269"
"14",""
"Female","298"
"Male","271"
"15",""
"Female","302"
"Male","302"
"16",""
"Female","302"
"Male","339"
"17",""
"Female","203"
"Male","198"
"18",""
"Female","305"
"Male","355"
"19",""
"Female","122"
"Male","163"
"2",""
"Female","314"
"Male","332"
"20",""
"Female","378"
"Male","301"
"21",""
"Female","142"
"Male","130"
"22",""
"Female","286"
"Male","255"
"23",""
"Female","192"
"Male","144"
"24",""
"Female","191"
"Male","160"
"25",""
"Female","509"
"Male","435"
"26",""
"Female","164"
"Male","150"
"27",""
"Female","139"
"Male","125"
"28",""
"Female","308"
"Male","292"
"29",""
"Female","57"
"Male","72"
"3",""
"Female","377"
"Male","364"
"30",""
"Female","533"
"Male","476"
"31",""
"Female","68"
"Male","49"
"32",""
"Female","245"
"Male","217"
"33",""
"Female","139"
"Male","71"
"34",""
"Female","73"
"Male","52"
"35",""
"Female","518"
"Male","575"
"36",""
"Female","83"
"Male","98"
"37",""
"Female","84"
"Male","65"
"38",""
"Female","192"
"Male","148"
"39",""
"Female","44"
"Male","48"
"4",""
"Female","332"
"Male","398"
"40",""
"Female","361"
"Male","507"
"41",""
"Female","38"
"Male","40"
"42",""
"Female","153"
"Male","112"
"43",""
"Female","76"
"Male","37"
"44",""
"Female","42"
"Male","24"
"45",""
"Female","348"
"Male","421"
"46",""
"Female","57"
"Male","44"
"47",""
"Female","45"
"Male","49"
"48",""
"Female","120"
"Male","77"
"49",""
"Female","22"
"Male","19"
"5",""
"Female","501"
"Male","546"
"50",""
"Female","288"
"Male","361"
"51",""
"Female","21"
"Male","24"
"52",""
"Female","70"
"Male","70"
"53",""
"Female","60"
"Male","23"
"54",""
"Female","29"
"Male","16"
"55",""
"Female","260"
"Male","303"
"56",""
"Female","26"
"Male","44"
"57",""
"Female","38"
"Male","39"
"58",""
"Female","96"
"Male","55"
"59",""
"Female","36"
"Male","26"
"6",""
"Female","385"
"Male","408"
"60",""
"Female","267"
"Male","303"
"61",""
"Female","31"
"Male","40"
"62",""
"Female","77"
"Male","73"
"63",""
"Female","35"
"Male","26"
"64",""
"Female","20"
"Male","20"
"65",""
"Female","256"
"Male","235"
"66",""
"Female","25"
"Male","19"
"67",""
"Female","25"
"Male","20"
"68",""
"Female","37"
"Male","48"
"69",""
"Female","16"
"Male","16"
"7",""
"Female","381"
"Male","411"
"70",""
"Female","151"
"Male","197"
"71",""
"Female","5"
"Male","7"
"72",""
"Female","25"
"Male","33"
"73",""
"Female","6"
"Male","6"
"74",""
"Female","5"
"Male","7"
"75",""
"Female","69"
"Male","70"
"76",""
"Female","9"
"Male","8"
"77",""
"Female","4"
"Male","8"
"78",""
"Female","10"
"Male","6"
"79",""
"Female","3"
"Male","5"
"8",""
"Female","480"
"Male","555"
"80",""
"Female","32"
"Male","38"
"81",""
"Female","4"
"Male","0"
"82",""
"Female","3"
"Male","8"
"83",""
"Female","2"
"Male","1"
"84",""
"Female","1"
"Male","1"
"85",""
"Female","32"
"Male","29"
"9",""
"Female","240"
"Male","245"
