"Population by Caste/Ethinicity","Number"
"Amat",""
"Female","67"
"Male","68"
"Badhaee",""
"Female","66"
"Male","65"
"Baraee",""
"Female","136"
"Male","136"
"Brahman - Hill",""
"Female","171"
"Male","191"
"Brahman - Tarai",""
"Female","479"
"Male","510"
"Chamar/ Harijan/ Ram",""
"Female","638"
"Male","571"
"Chhetri",""
"Female","18"
"Male","13"
"Dhanuk",""
"Female","633"
"Male","644"
"Dhobi",""
"Female","302"
"Male","297"
"Dom",""
"Female","78"
"Male","72"
"Dusadh/ Pasawan/ Pasi",""
"Female","78"
"Male","83"
"Hajam/Thakur",""
"Female","180"
"Male","189"
"Halwai",""
"Female","154"
"Male","165"
"Kalwar",""
"Female","155"
"Male","159"
"Kamar",""
"Female","46"
"Male","34"
"Kami",""
"Female","13"
"Male","7"
"Kathabaniyan",""
"Female","584"
"Male","628"
"Kayastha",""
"Female","33"
"Male","32"
"Kewat",""
"Female","144"
"Male","144"
"Khatwe",""
"Female","845"
"Male","792"
"Koiri/Kushwaha",""
"Female","244"
"Male","234"
"Kumal",""
"Female","8"
"Male","9"
"Kumhar",""
"Female","531"
"Male","525"
"Kurmi",""
"Female","11"
"Male","10"
"Limbu",""
"Female","10"
"Male","8"
"Magar",""
"Female","8"
"Male","5"
"Mali",""
"Female","43"
"Male","41"
"Mallaha",""
"Female","489"
"Male","494"
"Musahar",""
"Female","1338"
"Male","1329"
"Musalman",""
"Female","1143"
"Male","1140"
"Others",""
"Female","29"
"Male","16"
"Rajput",""
"Female","23"
"Male","30"
"Sarki",""
"Female","110"
"Male","87"
"Sonar",""
"Female","125"
"Male","135"
"Sunuwar",""
"Female","10"
"Male","8"
"Tamang",""
"Female","8"
"Male","5"
"Tatma/Tatwa",""
"Female","141"
"Male","152"
"Teli",""
"Female","869"
"Male","850"
"Terai Others",""
"Female","1634"
"Male","1642"
"Tharu",""
"Female","254"
"Male","257"
"Undefined Others",""
"Female","18"
"Male","21"
"Yadav",""
"Female","2325"
"Male","2401"
