"Population by disability type","Number"
"Blind/low vision",""
"Female","496"
"Male","504"
"","1000"
"Deaf/hard of hearing",""
"Female","598"
"Male","599"
"","1197"
"Deaf-Blind",""
"Female","65"
"Male","53"
"","118"
"Intellectual disable",""
"Female","42"
"Male","78"
"","120"
"Mental disable",""
"Female","121"
"Male","136"
"","257"
"Multiple disable",""
"Female","220"
"Male","226"
"","446"
"No disability",""
"Female","123644"
"Male","111845"
"","235489"
"Physical",""
"Female","1026"
"Male","1432"
"","2458"
"Speech problem",""
"Female","251"
"Male","380"
"","631"
