"Population by Educational Attainment","Number"
"Beginners",""
"Female","3828"
"Male","4266"
"","8094"
"Graduate and Equivalent",""
"Female","218"
"Male","829"
"","1047"
"Intermediate and Equivalent",""
"Female","2085"
"Male","3192"
"","5277"
"Level not Stated",""
"Female","313"
"Male","397"
"","710"
"Lower Secondary (Class 6-8)",""
"Female","14625"
"Male","16856"
"","31481"
"Non Formal Education",""
"Female","2444"
"Male","1931"
"","4375"
"Others",""
"Female","63"
"Male","56"
"","119"
"Post Graduate Equivalent and Above",""
"Female","29"
"Male","223"
"","252"
"Primary Education (1-5 Class)",""
"Female","32217"
"Male","37106"
"","69323"
"Secondary Level (Class 9-10)",""
"Female","5823"
"Male","7522"
"","13345"
"SLC and Equivalent",""
"Female","3259"
"Male","5073"
"","8332"
