"Population by Educational Attainment","Number"
"Beginners",""
"Female","593"
"Male","700"
"","1293"
"Graduate and Equivalent",""
"Female","602"
"Male","1075"
"","1677"
"Intermediate and Equivalent",""
"Female","2137"
"Male","2392"
"","4529"
"Level not Stated",""
"Female","115"
"Male","124"
"","239"
"Lower Secondary (Class 6-8)",""
"Female","5709"
"Male","5338"
"","11047"
"Non Formal Education",""
"Female","1650"
"Male","1540"
"","3190"
"Others",""
"Female","31"
"Male","30"
"","61"
"Post Graduate Equivalent and Above",""
"Female","112"
"Male","363"
"","475"
"Primary Education (1-5 Class)",""
"Female","7054"
"Male","7659"
"","14713"
"Secondary Level (Class 9-10)",""
"Female","3289"
"Male","3251"
"","6540"
"SLC and Equivalent",""
"Female","3253"
"Male","3783"
"","7036"
