"Population by Caste/Ethinicity","Number"
"#VALUE!",""
"Female","23"
"Male","22"
"Bangali",""
"Female","7"
"Male","9"
"Brahman - Hill",""
"Female","3662"
"Male","3347"
"Chamling",""
"Female","29"
"Male","25"
"Chhetri",""
"Female","1468"
"Male","1280"
"Dalit Others",""
"Female","43"
"Male","36"
"Damai/Dholi",""
"Female","550"
"Male","464"
"Dom",""
"Female","14"
"Male","15"
"Dusadh/ Pasawan/ Pasi",""
"Female","7"
"Male","4"
"Gharti/Bhujel",""
"Female","82"
"Male","85"
"Gurung",""
"Female","1278"
"Male","1121"
"Hajam/Thakur",""
"Female","5"
"Male","7"
"Halwai",""
"Female","9"
"Male","9"
"Kami",""
"Female","881"
"Male","788"
"Kulung",""
"Female","6"
"Male","7"
"Limbu",""
"Female","9686"
"Male","8451"
"Magar",""
"Female","998"
"Male","856"
"Majhi",""
"Female","25"
"Male","20"
"Marwadi",""
"Female","9"
"Male","17"
"Musalman",""
"Female","11"
"Male","23"
"Newar",""
"Female","430"
"Male","403"
"Others",""
"Female","56"
"Male","48"
"Rai",""
"Female","4064"
"Male","3662"
"Rajbansi",""
"Female","23"
"Male","49"
"Samgpang",""
"Female","124"
"Male","116"
"Sanyasi/Dasnami",""
"Female","26"
"Male","18"
"Sarki",""
"Female","108"
"Male","107"
"Sherpa",""
"Female","180"
"Male","159"
"Sunuwar",""
"Female","657"
"Male","586"
"Tamang",""
"Female","1360"
"Male","1162"
"Teli",""
"Female","34"
"Male","57"
"Thakuri",""
"Female","6"
"Male","12"
"Tharu",""
"Female","21"
"Male","34"
"Thulung",""
"Female","49"
"Male","32"
"Undefined Others",""
"Female","87"
"Male","86"
"Yadav",""
"Female","16"
"Male","50"
