"Population by Educational Attainment","Number"
"Beginners",""
"Female","794"
"Male","910"
"","1704"
"Graduate and Equivalent",""
"Female","82"
"Male","224"
"","306"
"Intermediate and Equivalent",""
"Female","480"
"Male","737"
"","1217"
"Level not Stated",""
"Female","49"
"Male","45"
"","94"
"Lower Secondary (Class 6-8)",""
"Female","2987"
"Male","4381"
"","7368"
"Non Formal Education",""
"Female","375"
"Male","404"
"","779"
"Others",""
"Female","65"
"Male","47"
"","112"
"Post Graduate Equivalent and Above",""
"Female","19"
"Male","75"
"","94"
"Primary Education (1-5 Class)",""
"Female","7746"
"Male","9405"
"","17151"
"Secondary Level (Class 9-10)",""
"Female","1382"
"Male","1925"
"","3307"
"SLC and Equivalent",""
"Female","1523"
"Male","1816"
"","3339"
