"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","267"
"Male","262"
"","529"
"Badi",""
"Female","111"
"Male","108"
"","219"
"Bangali",""
"Female","60"
"Male","68"
"","128"
"Baraee",""
"Female","59"
"Male","76"
"","135"
"Brahman - Hill",""
"Female","4930"
"Male","4156"
"","9086"
"Brahman - Tarai",""
"Female","88"
"Male","84"
"","172"
"Chamar/ Harijan/ Ram",""
"Female","457"
"Male","467"
"","924"
"Chhetri",""
"Female","2320"
"Male","1901"
"","4221"
"Dalit Others",""
"Female","314"
"Male","274"
"","588"
"Damai/Dholi",""
"Female","292"
"Male","262"
"","554"
"Dhandi",""
"Female","109"
"Male","135"
"","244"
"Dhobi",""
"Female","781"
"Male","781"
"","1562"
"Dhunia",""
"Female","2"
"Male","11"
"","13"
"Dusadh/ Pasawan/ Pasi",""
"Female","598"
"Male","655"
"","1253"
"Gaderi/Bhedihar",""
"Female","14"
"Male","17"
"","31"
"Gaine",""
"Female","17"
"Male","14"
"","31"
"Gharti/Bhujel",""
"Female","15"
"Male","10"
"","25"
"Gurung",""
"Female","106"
"Male","82"
"","188"
"Hajam/Thakur",""
"Female","236"
"Male","245"
"","481"
"Halwai",""
"Female","152"
"Male","147"
"","299"
"Kahar",""
"Female","485"
"Male","476"
"","961"
"Kalwar",""
"Female","67"
"Male","65"
"","132"
"Kami",""
"Female","1091"
"Male","1020"
"","2111"
"Kanu",""
"Female","37"
"Male","47"
"","84"
"Kathabaniyan",""
"Female","162"
"Male","163"
"","325"
"Kayastha",""
"Female","47"
"Male","46"
"","93"
"Kewat",""
"Female","2142"
"Male","2263"
"","4405"
"Koiri/Kushwaha",""
"Female","247"
"Male","259"
"","506"
"Kori",""
"Female","87"
"Male","84"
"","171"
"Kumal",""
"Female","103"
"Male","77"
"","180"
"Kumhar",""
"Female","7"
"Male","6"
"","13"
"Kurmi",""
"Female","1069"
"Male","1074"
"","2143"
"Limbu",""
"Female","11"
"Male","10"
"","21"
"Lodh",""
"Female","80"
"Male","71"
"","151"
"Lohar",""
"Female","83"
"Male","119"
"","202"
"Magar",""
"Female","1037"
"Male","840"
"","1877"
"Majhi",""
"Female","91"
"Male","114"
"","205"
"Mali",""
"Female","12"
"Male","10"
"","22"
"Mallaha",""
"Female","496"
"Male","470"
"","966"
"Marwadi",""
"Female","6"
"Male","9"
"","15"
"Musalman",""
"Female","2680"
"Male","2633"
"","5313"
"Newar",""
"Female","217"
"Male","185"
"","402"
"Others",""
"Female","40"
"Male","22"
"","62"
"Rai",""
"Female","5"
"Male","7"
"","12"
"Rajbhar",""
"Female","10"
"Male","10"
"","20"
"Sanyasi/Dasnami",""
"Female","165"
"Male","144"
"","309"
"Sarki",""
"Female","71"
"Male","67"
"","138"
"Sonar",""
"Female","53"
"Male","52"
"","105"
"Sudhi",""
"Female","16"
"Male","11"
"","27"
"Tamang",""
"Female","31"
"Male","19"
"","50"
"Teli",""
"Female","272"
"Male","318"
"","590"
"Terai Others",""
"Female","217"
"Male","234"
"","451"
"Thakuri",""
"Female","120"
"Male","96"
"","216"
"Tharu",""
"Female","8692"
"Male","8132"
"","16824"
"Yadav",""
"Female","2489"
"Male","2675"
"","5164"
