"Population by Educational Attainment","Number"
"Beginners",""
"Female","353"
"Male","408"
"Graduate and Equivalent",""
"Female","253"
"Male","813"
"Intermediate and Equivalent",""
"Female","783"
"Male","1606"
"Level not Stated",""
"Female","284"
"Male","349"
"Lower Secondary (Class 6-8)",""
"Female","2370"
"Male","3062"
"Non Formal Education",""
"Female","119"
"Male","217"
"Others",""
"Female","9"
"Male","4"
"Post Graduate Equivalent and Above",""
"Female","52"
"Male","247"
"Primary Education (1-5 Class)",""
"Female","5754"
"Male","6688"
"Secondary Level (Class 9-10)",""
"Female","1387"
"Male","2485"
"SLC and Equivalent",""
"Female","864"
"Male","1438"
