"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","21"
"Male","26"
"Bangali",""
"Female","25"
"Male","21"
"Bantar/Sardar",""
"Female","47"
"Male","37"
"Baraee",""
"Female","317"
"Male","331"
"Bin",""
"Female","746"
"Male","764"
"Brahman - Hill",""
"Female","434"
"Male","432"
"Brahman - Tarai",""
"Female","4764"
"Male","4873"
"Chamar/ Harijan/ Ram",""
"Female","886"
"Male","830"
"Chhetri",""
"Female","169"
"Male","155"
"Dhanuk",""
"Female","1958"
"Male","1887"
"Dhobi",""
"Female","281"
"Male","292"
"Dhunia",""
"Female","88"
"Male","69"
"Dom",""
"Female","47"
"Male","34"
"Dusadh/ Pasawan/ Pasi",""
"Female","1279"
"Male","1300"
"Gaderi/Bhedihar",""
"Female","63"
"Male","53"
"Hajam/Thakur",""
"Female","412"
"Male","439"
"Halkhor",""
"Female","81"
"Male","72"
"Halwai",""
"Female","371"
"Male","364"
"Kalwar",""
"Female","459"
"Male","539"
"Kami",""
"Female","48"
"Male","44"
"Kanu",""
"Female","560"
"Male","586"
"Kathabaniyan",""
"Female","314"
"Male","300"
"Kayastha",""
"Female","531"
"Male","577"
"Kewat",""
"Female","1018"
"Male","905"
"Khatwe",""
"Female","780"
"Male","668"
"Koiri/Kushwaha",""
"Female","12"
"Male","13"
"Kumhar",""
"Female","154"
"Male","158"
"Kurmi",""
"Female","219"
"Male","201"
"Lohar",""
"Female","324"
"Male","308"
"Magar",""
"Female","11"
"Male","7"
"Majhi",""
"Female","6"
"Male","5"
"Mali",""
"Female","83"
"Male","75"
"Mallaha",""
"Female","128"
"Male","139"
"Marwadi",""
"Female","37"
"Male","30"
"Musahar",""
"Female","266"
"Male","261"
"Musalman",""
"Female","4899"
"Male","4628"
"Newar",""
"Female","102"
"Male","92"
"Nuniya",""
"Female","1591"
"Male","1662"
"Others",""
"Female","52"
"Male","35"
"Pahari",""
"Female","13"
"Male","14"
"Rai",""
"Female","15"
"Male","8"
"Rajput",""
"Female","540"
"Male","571"
"Sanyasi/Dasnami",""
"Female","21"
"Male","22"
"Sonar",""
"Female","414"
"Male","418"
"Sudhi",""
"Female","739"
"Male","790"
"Tatma/Tatwa",""
"Female","291"
"Male","276"
"Teli",""
"Female","1025"
"Male","1003"
"Terai Others",""
"Female","166"
"Male","179"
"Tharu",""
"Female","17"
"Male","12"
"Undefined Others",""
"Female","49"
"Male","56"
"Yadav",""
"Female","1971"
"Male","2127"
"Yakkha",""
"Female","9"
"Male","8"
