"Population by disability type","Number"
"Blind/low vision",""
"Female","68"
"Male","63"
"","131"
"Deaf/hard of hearing",""
"Female","60"
"Male","64"
"","124"
"Deaf-Blind",""
"Female","9"
"Male","9"
"","18"
"Intellectual disable",""
"Female","8"
"Male","10"
"","18"
"Mental disable",""
"Female","12"
"Male","17"
"","29"
"Multiple disable",""
"Female","21"
"Male","28"
"","49"
"No disability",""
"Female","13060"
"Male","10827"
"","23887"
"Physical",""
"Female","159"
"Male","161"
"","320"
"Speech problem",""
"Female","15"
"Male","41"
"","56"
