"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","56"
"Male","36"
"","92"
"Brahman - Hill",""
"Female","63"
"Male","64"
"","127"
"Brahman - Tarai",""
"Female","46"
"Male","55"
"","101"
"Chamar/ Harijan/ Ram",""
"Female","685"
"Male","738"
"","1423"
"Damai/Dholi",""
"Female","17"
"Male","18"
"","35"
"Dhanuk",""
"Female","601"
"Male","611"
"","1212"
"Dhobi",""
"Female","337"
"Male","368"
"","705"
"Dhunia",""
"Female","85"
"Male","105"
"","190"
"Dom",""
"Female","16"
"Male","21"
"","37"
"Dusadh/ Pasawan/ Pasi",""
"Female","396"
"Male","453"
"","849"
"Gaderi/Bhedihar",""
"Female","28"
"Male","26"
"","54"
"Hajam/Thakur",""
"Female","191"
"Male","184"
"","375"
"Kahar",""
"Female","46"
"Male","38"
"","84"
"Kalwar",""
"Female","159"
"Male","203"
"","362"
"Kanu",""
"Female","244"
"Male","275"
"","519"
"Koiri/Kushwaha",""
"Female","578"
"Male","662"
"","1240"
"Kumhar",""
"Female","615"
"Male","643"
"","1258"
"Kurmi",""
"Female","452"
"Male","543"
"","995"
"Lohar",""
"Female","227"
"Male","254"
"","481"
"Mali",""
"Female","68"
"Male","84"
"","152"
"Mallaha",""
"Female","752"
"Male","761"
"","1513"
"Musalman",""
"Female","1111"
"Male","1130"
"","2241"
"Nuniya",""
"Female","364"
"Male","409"
"","773"
"Others",""
"Female","26"
"Male","14"
"","40"
"Rajput",""
"Female","203"
"Male","219"
"","422"
"Sanyasi/Dasnami",""
"Female","82"
"Male","90"
"","172"
"Sonar",""
"Female","75"
"Male","61"
"","136"
"Teli",""
"Female","748"
"Male","820"
"","1568"
"Terai Others",""
"Female","29"
"Male","36"
"","65"
"Tharu",""
"Female","46"
"Male","57"
"","103"
"Yadav",""
"Female","2759"
"Male","3120"
"","5879"
"Yakkha",""
"Female","10"
"Male","10"
"","20"
