"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","378"
"Male","349"
"Baraee",""
"Female","234"
"Male","191"
"Brahman - Hill",""
"Female","61"
"Male","64"
"Chamar/ Harijan/ Ram",""
"Female","573"
"Male","564"
"Chhetri",""
"Female","9"
"Male","7"
"Damai/Dholi",""
"Female","8"
"Male","7"
"Danuwar",""
"Female","261"
"Male","201"
"Dhanuk",""
"Female","145"
"Male","128"
"Dhobi",""
"Female","150"
"Male","174"
"Dom",""
"Female","48"
"Male","39"
"Dusadh/ Pasawan/ Pasi",""
"Female","112"
"Male","109"
"Hajam/Thakur",""
"Female","167"
"Male","134"
"Halwai",""
"Female","70"
"Male","89"
"Kalar",""
"Female","42"
"Male","33"
"Kalwar",""
"Female","150"
"Male","155"
"Kathabaniyan",""
"Female","306"
"Male","325"
"Kayastha",""
"Female","10"
"Male","6"
"Kewat",""
"Female","104"
"Male","97"
"Khatwe",""
"Female","640"
"Male","637"
"Koiri/Kushwaha",""
"Female","169"
"Male","135"
"Kurmi",""
"Female","4"
"Male","8"
"Majhi",""
"Female","37"
"Male","26"
"Mali",""
"Female","17"
"Male","12"
"Mallaha",""
"Female","249"
"Male","228"
"Musahar",""
"Female","554"
"Male","555"
"Musalman",""
"Female","750"
"Male","747"
"Newar",""
"Female","10"
"Male","7"
"Others",""
"Female","33"
"Male","22"
"Rajput",""
"Female","168"
"Male","166"
"Sudhi",""
"Female","255"
"Male","248"
"Sunuwar",""
"Female","37"
"Male","53"
"Tatma/Tatwa",""
"Female","114"
"Male","105"
"Teli",""
"Female","323"
"Male","314"
"Terai Others",""
"Female","1015"
"Male","938"
"Undefined Others",""
"Female","26"
"Male","28"
"Yadav",""
"Female","5522"
"Male","5604"
