"Population by Educational Attainment","Number"
"Beginners",""
"Female","157"
"Male","190"
"Graduate and Equivalent",""
"Female","25"
"Male","170"
"Intermediate and Equivalent",""
"Female","145"
"Male","466"
"Level not Stated",""
"Female","58"
"Male","70"
"Lower Secondary (Class 6-8)",""
"Female","828"
"Male","1331"
"Non Formal Education",""
"Female","12"
"Male","38"
"Others",""
"Female","25"
"Male","27"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","35"
"Primary Education (1-5 Class)",""
"Female","2231"
"Male","2808"
"Secondary Level (Class 9-10)",""
"Female","329"
"Male","862"
"SLC and Equivalent",""
"Female","286"
"Male","744"
