"Population by Single Year of Age","Number"
"0",""
"Female","248"
"Male","251"
"1",""
"Female","230"
"Male","232"
"10",""
"Female","475"
"Male","537"
"11",""
"Female","228"
"Male","243"
"12",""
"Female","421"
"Male","403"
"13",""
"Female","232"
"Male","261"
"14",""
"Female","298"
"Male","309"
"15",""
"Female","273"
"Male","291"
"16",""
"Female","218"
"Male","258"
"17",""
"Female","142"
"Male","217"
"18",""
"Female","208"
"Male","285"
"19",""
"Female","120"
"Male","135"
"2",""
"Female","294"
"Male","301"
"20",""
"Female","329"
"Male","267"
"21",""
"Female","126"
"Male","126"
"22",""
"Female","214"
"Male","164"
"23",""
"Female","175"
"Male","117"
"24",""
"Female","183"
"Male","146"
"25",""
"Female","409"
"Male","369"
"26",""
"Female","148"
"Male","109"
"27",""
"Female","139"
"Male","117"
"28",""
"Female","269"
"Male","185"
"29",""
"Female","67"
"Male","62"
"3",""
"Female","341"
"Male","339"
"30",""
"Female","477"
"Male","375"
"31",""
"Female","56"
"Male","51"
"32",""
"Female","173"
"Male","143"
"33",""
"Female","105"
"Male","63"
"34",""
"Female","101"
"Male","50"
"35",""
"Female","346"
"Male","402"
"36",""
"Female","85"
"Male","86"
"37",""
"Female","61"
"Male","40"
"38",""
"Female","191"
"Male","118"
"39",""
"Female","51"
"Male","25"
"4",""
"Female","293"
"Male","343"
"40",""
"Female","378"
"Male","373"
"41",""
"Female","39"
"Male","43"
"42",""
"Female","115"
"Male","81"
"43",""
"Female","76"
"Male","43"
"44",""
"Female","60"
"Male","34"
"45",""
"Female","312"
"Male","360"
"46",""
"Female","44"
"Male","55"
"47",""
"Female","56"
"Male","41"
"48",""
"Female","136"
"Male","76"
"49",""
"Female","36"
"Male","31"
"5",""
"Female","400"
"Male","432"
"50",""
"Female","284"
"Male","339"
"51",""
"Female","42"
"Male","54"
"52",""
"Female","64"
"Male","80"
"53",""
"Female","52"
"Male","32"
"54",""
"Female","36"
"Male","24"
"55",""
"Female","231"
"Male","277"
"56",""
"Female","49"
"Male","43"
"57",""
"Female","40"
"Male","37"
"58",""
"Female","94"
"Male","73"
"59",""
"Female","22"
"Male","30"
"6",""
"Female","370"
"Male","362"
"60",""
"Female","239"
"Male","283"
"61",""
"Female","21"
"Male","28"
"62",""
"Female","46"
"Male","57"
"63",""
"Female","32"
"Male","21"
"64",""
"Female","20"
"Male","17"
"65",""
"Female","169"
"Male","157"
"66",""
"Female","28"
"Male","13"
"67",""
"Female","31"
"Male","20"
"68",""
"Female","45"
"Male","60"
"69",""
"Female","9"
"Male","22"
"7",""
"Female","383"
"Male","369"
"70",""
"Female","133"
"Male","157"
"71",""
"Female","13"
"Male","12"
"72",""
"Female","29"
"Male","26"
"73",""
"Female","14"
"Male","10"
"74",""
"Female","10"
"Male","10"
"75",""
"Female","63"
"Male","94"
"76",""
"Female","1"
"Male","3"
"77",""
"Female","5"
"Male","10"
"78",""
"Female","5"
"Male","9"
"79",""
"Female","3"
"Male","4"
"8",""
"Female","449"
"Male","472"
"80",""
"Female","33"
"Male","49"
"81",""
"Female","1"
"Male","2"
"82",""
"Female","1"
"Male","5"
"83",""
"Female","0"
"Male","2"
"84",""
"Female","0"
"Male","1"
"85",""
"Female","20"
"Male","24"
"9",""
"Female","286"
"Male","285"
