"Population by Single Year of Age","Number"
"0",""
"Female","207"
"Male","225"
"1",""
"Female","194"
"Male","187"
"10",""
"Female","261"
"Male","248"
"11",""
"Female","233"
"Male","242"
"12",""
"Female","255"
"Male","319"
"13",""
"Female","229"
"Male","229"
"14",""
"Female","215"
"Male","245"
"15",""
"Female","250"
"Male","230"
"16",""
"Female","193"
"Male","208"
"17",""
"Female","198"
"Male","145"
"18",""
"Female","246"
"Male","211"
"19",""
"Female","162"
"Male","129"
"2",""
"Female","244"
"Male","238"
"20",""
"Female","154"
"Male","109"
"21",""
"Female","173"
"Male","118"
"22",""
"Female","204"
"Male","123"
"23",""
"Female","146"
"Male","112"
"24",""
"Female","151"
"Male","105"
"25",""
"Female","209"
"Male","112"
"26",""
"Female","151"
"Male","89"
"27",""
"Female","117"
"Male","99"
"28",""
"Female","148"
"Male","110"
"29",""
"Female","66"
"Male","67"
"3",""
"Female","245"
"Male","220"
"30",""
"Female","171"
"Male","127"
"31",""
"Female","76"
"Male","63"
"32",""
"Female","132"
"Male","105"
"33",""
"Female","87"
"Male","74"
"34",""
"Female","74"
"Male","61"
"35",""
"Female","189"
"Male","115"
"36",""
"Female","89"
"Male","90"
"37",""
"Female","53"
"Male","46"
"38",""
"Female","90"
"Male","86"
"39",""
"Female","67"
"Male","62"
"4",""
"Female","278"
"Male","251"
"40",""
"Female","181"
"Male","137"
"41",""
"Female","56"
"Male","68"
"42",""
"Female","58"
"Male","81"
"43",""
"Female","51"
"Male","66"
"44",""
"Female","41"
"Male","48"
"45",""
"Female","109"
"Male","118"
"46",""
"Female","49"
"Male","52"
"47",""
"Female","42"
"Male","46"
"48",""
"Female","63"
"Male","65"
"49",""
"Female","26"
"Male","33"
"5",""
"Female","316"
"Male","304"
"50",""
"Female","129"
"Male","110"
"51",""
"Female","52"
"Male","52"
"52",""
"Female","37"
"Male","54"
"53",""
"Female","32"
"Male","38"
"54",""
"Female","32"
"Male","27"
"55",""
"Female","73"
"Male","57"
"56",""
"Female","35"
"Male","38"
"57",""
"Female","34"
"Male","40"
"58",""
"Female","37"
"Male","42"
"59",""
"Female","32"
"Male","37"
"6",""
"Female","252"
"Male","271"
"60",""
"Female","76"
"Male","86"
"61",""
"Female","37"
"Male","39"
"62",""
"Female","37"
"Male","42"
"63",""
"Female","24"
"Male","27"
"64",""
"Female","26"
"Male","28"
"65",""
"Female","62"
"Male","40"
"66",""
"Female","24"
"Male","36"
"67",""
"Female","16"
"Male","31"
"68",""
"Female","23"
"Male","28"
"69",""
"Female","15"
"Male","29"
"7",""
"Female","255"
"Male","253"
"70",""
"Female","35"
"Male","33"
"71",""
"Female","12"
"Male","13"
"72",""
"Female","23"
"Male","10"
"73",""
"Female","9"
"Male","16"
"74",""
"Female","3"
"Male","13"
"75",""
"Female","23"
"Male","19"
"76",""
"Female","9"
"Male","6"
"77",""
"Female","8"
"Male","9"
"78",""
"Female","13"
"Male","9"
"79",""
"Female","3"
"Male","7"
"8",""
"Female","272"
"Male","268"
"80",""
"Female","12"
"Male","15"
"81",""
"Female","3"
"Male","8"
"82",""
"Female","3"
"Male","5"
"83",""
"Female","4"
"Male","3"
"84",""
"Female","2"
"Male","2"
"85",""
"Female","13"
"Male","18"
"9",""
"Female","252"
"Male","210"
