"Population by Educational Attainment","Number"
"Beginners",""
"Female","2582"
"Male","3428"
"","6010"
"Graduate and Equivalent",""
"Female","1326"
"Male","4545"
"","5871"
"Intermediate and Equivalent",""
"Female","5156"
"Male","10918"
"","16074"
"Level not Stated",""
"Female","1559"
"Male","1995"
"","3554"
"Lower Secondary (Class 6-8)",""
"Female","17301"
"Male","30947"
"","48248"
"Non Formal Education",""
"Female","1294"
"Male","1966"
"","3260"
"Others",""
"Female","686"
"Male","586"
"","1272"
"Post Graduate Equivalent and Above",""
"Female","222"
"Male","1183"
"","1405"
"Primary Education (1-5 Class)",""
"Female","52057"
"Male","71443"
"","123500"
"Secondary Level (Class 9-10)",""
"Female","7777"
"Male","17142"
"","24919"
"SLC and Equivalent",""
"Female","6641"
"Male","15824"
"","22465"
