"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","13"
"Male","13"
"","26"
"Baraee",""
"Female","102"
"Male","111"
"","213"
"Bin",""
"Female","402"
"Male","423"
"","825"
"Brahman - Hill",""
"Female","85"
"Male","66"
"","151"
"Brahman - Tarai",""
"Female","392"
"Male","456"
"","848"
"Chamar/ Harijan/ Ram",""
"Female","965"
"Male","1114"
"","2079"
"Chhetri",""
"Female","14"
"Male","15"
"","29"
"Danuwar",""
"Female","192"
"Male","197"
"","389"
"Dhankar/ Dharikar",""
"Female","9"
"Male","9"
"","18"
"Dhanuk",""
"Female","674"
"Male","675"
"","1349"
"Dhobi",""
"Female","393"
"Male","416"
"","809"
"Dhunia",""
"Female","41"
"Male","33"
"","74"
"Dom",""
"Female","39"
"Male","47"
"","86"
"Dusadh/ Pasawan/ Pasi",""
"Female","1060"
"Male","1184"
"","2244"
"Gaderi/Bhedihar",""
"Female","107"
"Male","101"
"","208"
"Hajam/Thakur",""
"Female","470"
"Male","480"
"","950"
"Halwai",""
"Female","234"
"Male","221"
"","455"
"Kahar",""
"Female","23"
"Male","26"
"","49"
"Kalwar",""
"Female","1288"
"Male","1401"
"","2689"
"Kanu",""
"Female","162"
"Male","165"
"","327"
"Kathabaniyan",""
"Female","276"
"Male","277"
"","553"
"Kayastha",""
"Female","65"
"Male","79"
"","144"
"Khatwe",""
"Female","951"
"Male","980"
"","1931"
"Koiri/Kushwaha",""
"Female","554"
"Male","575"
"","1129"
"Kumhar",""
"Female","547"
"Male","576"
"","1123"
"Kurmi",""
"Female","528"
"Male","564"
"","1092"
"Lohar",""
"Female","614"
"Male","611"
"","1225"
"Majhi",""
"Female","10"
"Male","6"
"","16"
"Mali",""
"Female","53"
"Male","60"
"","113"
"Mallaha",""
"Female","60"
"Male","62"
"","122"
"Marwadi",""
"Female","20"
"Male","29"
"","49"
"Musahar",""
"Female","355"
"Male","392"
"","747"
"Musalman",""
"Female","1014"
"Male","977"
"","1991"
"Nuniya",""
"Female","232"
"Male","259"
"","491"
"Others",""
"Female","35"
"Male","16"
"","51"
"Punjabi/Sikh",""
"Female","162"
"Male","177"
"","339"
"Sanyasi/Dasnami",""
"Female","89"
"Male","104"
"","193"
"Sonar",""
"Female","154"
"Male","167"
"","321"
"Sudhi",""
"Female","694"
"Male","743"
"","1437"
"Tatma/Tatwa",""
"Female","33"
"Male","36"
"","69"
"Teli",""
"Female","741"
"Male","769"
"","1510"
"Terai Others",""
"Female","25"
"Male","20"
"","45"
"Tharu",""
"Female","14"
"Male","16"
"","30"
"Undefined Others",""
"Female","13"
"Male","16"
"","29"
"Yadav",""
"Female","6641"
"Male","7127"
"","13768"
