"Population by disability type","Number"
"Blind/low vision",""
"Female","46"
"Male","38"
"","84"
"Deaf/hard of hearing",""
"Female","25"
"Male","24"
"","49"
"Deaf-Blind",""
"Female","4"
"Male","5"
"","9"
"Intellectual disable",""
"Female","6"
"Male","2"
"","8"
"Mental disable",""
"Female","6"
"Male","8"
"","14"
"Multiple disable",""
"Female","18"
"Male","11"
"","29"
"No disability",""
"Female","6889"
"Male","5734"
"","12623"
"Physical",""
"Female","58"
"Male","77"
"","135"
"Speech problem",""
"Female","5"
"Male","16"
"","21"
