"Population by Educational Attainment","Number"
"Beginners",""
"Female","188"
"Male","227"
"","415"
"Graduate and Equivalent",""
"Female","8"
"Male","76"
"","84"
"Intermediate and Equivalent",""
"Female","73"
"Male","227"
"","300"
"Level not Stated",""
"Female","8"
"Male","16"
"","24"
"Lower Secondary (Class 6-8)",""
"Female","451"
"Male","761"
"","1212"
"Non Formal Education",""
"Female","90"
"Male","122"
"","212"
"Others",""
"Female","0"
"Male","0"
"","0"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","13"
"","13"
"Primary Education (1-5 Class)",""
"Female","1512"
"Male","1694"
"","3206"
"Secondary Level (Class 9-10)",""
"Female","192"
"Male","340"
"","532"
"SLC and Equivalent",""
"Female","140"
"Male","374"
"","514"
