"Population by disability type","Number"
"Blind/low vision",""
"Female","74"
"Male","51"
"","125"
"Deaf/hard of hearing",""
"Female","62"
"Male","62"
"","124"
"Deaf-Blind",""
"Female","12"
"Male","3"
"","15"
"Intellectual disable",""
"Female","21"
"Male","31"
"","52"
"Mental disable",""
"Female","34"
"Male","43"
"","77"
"Multiple disable",""
"Female","30"
"Male","23"
"","53"
"No disability",""
"Female","14566"
"Male","9980"
"","24546"
"Physical",""
"Female","136"
"Male","133"
"","269"
"Speech problem",""
"Female","29"
"Male","45"
"","74"
