"Population by Educational Attainment","Number"
"Beginners",""
"Female","193"
"Male","254"
"Graduate and Equivalent",""
"Female","77"
"Male","172"
"Intermediate and Equivalent",""
"Female","344"
"Male","498"
"Level not Stated",""
"Female","70"
"Male","144"
"Lower Secondary (Class 6-8)",""
"Female","1187"
"Male","1477"
"Non Formal Education",""
"Female","142"
"Male","225"
"Others",""
"Female","5"
"Male","13"
"Post Graduate Equivalent and Above",""
"Female","7"
"Male","37"
"Primary Education (1-5 Class)",""
"Female","2304"
"Male","2578"
"Secondary Level (Class 9-10)",""
"Female","817"
"Male","1148"
"SLC and Equivalent",""
"Female","721"
"Male","1060"
